restaurant_id_x,stars_mean,stars_count,dining_stars_service_mean,dining_stars_service_count,dining_stars_food_mean,dining_stars_food_count,dining_stars_atmosphere_mean,dining_stars_atmosphere_count
ChIJ5bNxBdP6mUcRoihNgmDzZl4,4.677777777777778,360,4.73943661971831,142,4.826388888888889,144,4.570422535211268,142
ChIJ8dHXli3lmUcRbSsbGrUNotc,3.8666666666666667,360,3.897196261682243,107,3.98019801980198,101,3.980952380952381,105
ChIJYR6MeNP6mUcRX0PfqXYXqks,4.766666666666667,360,4.546875,128,4.7846153846153845,130,4.031496062992126,127
ChIJbxg5UNT6mUcRY_RPFW_mgjg,4.288888888888889,360,4.602409638554217,166,4.4787878787878785,165,4.469879518072289,166
ChIJm7waYdT6mUcRxPFyE982gE0,4.341666666666667,360,4.513513513513513,111,4.387387387387387,111,4.486486486486487,111
