id,name,types,primaryType,primaryTypeDisplayName,businessStatus,pureServiceAreaBusiness,formattedAddress,location,city
ChIJ_VWb4xn6mUcRH4NujtHMKJI,"{'text': 'Café Kult Dußlingen', 'languageCode': 'de'}","['cafe', 'breakfast_restaurant', 'coffee_shop', 'restaurant', 'point_of_interest', 'food_store', 'store', 'food', 'establishment']",cafe,"{'text': 'Cafe', 'languageCode': 'en'}",OPERATIONAL,,"Bahnhofstraße 11, 72144 Dußlingen, Germany","{'latitude': 48.4527192, 'longitude': 9.0574849}",Tübingen
ChIJo5EYOK_4mUcRi4shjNiEDUc,"{'text': 'Boxenstop', 'languageCode': 'de'}","['bar', 'restaurant', 'point_of_interest', 'food', 'establishment']",bar,"{'text': 'Bar', 'languageCode': 'en'}",OPERATIONAL,,"Brunnenwiesen 6, 72144 Dußlingen, Germany","{'latitude': 48.452360299999995, 'longitude': 9.0623402}",Tübingen
ChIJ_VfiMxj6mUcRRK_QBdxww7g,"{'text': 'Alte Krone', 'languageCode': 'de'}","['italian_restaurant', 'liquor_store', 'restaurant', 'point_of_interest', 'store', 'food', 'establishment']",italian_restaurant,"{'text': 'Italian restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Hindenburgpl. 25, 72144 Dußlingen, Germany","{'latitude': 48.452234999999995, 'longitude': 9.054786}",Tübingen
ChIJT4FlA7zwmUcRcrmR1JIlwm8,"{'text': 'Nazar Imbiss', 'languageCode': 'de'}","['restaurant', 'point_of_interest', 'food', 'establishment']",restaurant,"{'text': 'Restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Bahnhofstraße 12, 72810 Gomaringen, Germany","{'latitude': 48.4550226, 'longitude': 9.0968865}",Tübingen
ChIJnVLW97vwmUcRkHx9e10WkyE,"{'text': 'Grissini Ristorante Trattoria', 'languageCode': 'de'}","['italian_restaurant', 'restaurant', 'point_of_interest', 'food', 'establishment']",italian_restaurant,"{'text': 'Italian restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Bahnhofstraße 15, 72810 Gomaringen, Germany","{'latitude': 48.4549397, 'longitude': 9.0963507}",Tübingen
ChIJ5dhz-EXxmUcRuZTn4wsBpQs,"{'text': 'Italienisches Restaurant in Gomaringen Trattoria Da Daniele', 'languageCode': 'de'}","['italian_restaurant', 'catering_service', 'food_delivery', 'meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",italian_restaurant,"{'text': 'Italian restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Bahnhofstraße 15, 72810 Gomaringen, Germany","{'latitude': 48.4549198, 'longitude': 9.096332499999999}",Tübingen
ChIJ3xCcNgDxmUcRtLLUkaG5wY8,"{'text': ""La piccola s'Casa Imbiss Pizza"", 'languageCode': 'de'}","['pizza_restaurant', 'restaurant', 'point_of_interest', 'food', 'establishment']",pizza_restaurant,"{'text': 'Pizza restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Bahnhofstraße, 72810 Gomaringen, Germany","{'latitude': 48.4566284, 'longitude': 9.0980007}",Tübingen
ChIJ3bJ1WPDxmUcRBC55YV0woIA,"{'text': ""s'Casa"", 'languageCode': 'de'}","['bar', 'restaurant', 'point_of_interest', 'food', 'establishment']",bar,"{'text': 'Bar', 'languageCode': 'en'}",OPERATIONAL,,"Bahnhofstraße 19, 72810 Gomaringen, Germany","{'latitude': 48.4557285, 'longitude': 9.0969157}",Tübingen
ChIJyfOQ32r6mUcRlmkEAh1apbs,"{'text': 'Gasthaus Schützenhaus / Partyservice Kaltenmark', 'languageCode': 'de'}","['restaurant', 'catering_service', 'food_delivery', 'bar', 'food', 'point_of_interest', 'establishment']",restaurant,"{'text': 'Restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Beim Törle 50, 72144 Dußlingen, Germany","{'latitude': 48.4640991, 'longitude': 9.0589199}",Tübingen
ChIJKTNtZZjwmUcRtKWjb8U2YqI,"{'text': 'Wirtshaus Krone', 'languageCode': 'de'}","['restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,"{'text': 'Restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Kirchenweg 42, 72810 Gomaringen, Germany","{'latitude': 48.4611911, 'longitude': 9.0904923}",Tübingen
ChIJ21ldIJXwmUcRqVJwdqcHroA,"{'text': 'Bakery Schmid ""cafe cult""', 'languageCode': 'en'}","['bakery', 'breakfast_restaurant', 'food_store', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",bakery,"{'text': 'Bakery', 'languageCode': 'en'}",OPERATIONAL,,"Raiffeisenstraße 1, 72810 Gomaringen, Germany","{'latitude': 48.461723199999994, 'longitude': 9.104622599999999}",Tübingen
ChIJy9BCYNr9mUcRKQBU3lnANgo,"{'text': 'Café im Dreikönig', 'languageCode': 'de'}","['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",cafe,"{'text': 'Cafe', 'languageCode': 'en'}",OPERATIONAL,,"Kiebinger Str. 43, 72108 Rottenburg am Neckar, Germany","{'latitude': 48.4750422, 'longitude': 8.9708431}",Tübingen
ChIJeSaF9XD8mUcRDm3he7lkuMA,"{'text': 'Sportgaststätte Kiebingen', 'languageCode': 'de'}","['restaurant', 'point_of_interest', 'food', 'establishment']",restaurant,"{'text': 'Restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Im Unterdorf 28, 72108 Rottenburg am Neckar, Germany","{'latitude': 48.478249399999996, 'longitude': 8.9754078}",Tübingen
ChIJk0bQgJr7mUcR-CKFCw2h2KY,"{'text': 'Sportheim Bühl Inh. Gerardo Carbonaro', 'languageCode': 'de'}","['restaurant', 'pizza_restaurant', 'italian_restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,"{'text': 'Restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Sengentalstraße 60, 72072 Tübingen, Germany","{'latitude': 48.477912800000006, 'longitude': 8.9999874}",Tübingen
ChIJN7o495b7mUcRgQbaxkTIkXo,"{'text': 'Schützenhaus Bühl Restaurant Taverne', 'languageCode': 'de'}","['greek_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",greek_restaurant,"{'text': 'Greek restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Sengental 1, 72072 Tübingen, Germany","{'latitude': 48.4742592, 'longitude': 9.0046134}",Tübingen
ChIJBctfifbwmUcRrXoViGlewME,"{'text': 'Sportgaststätte Reinenberg La Corte', 'languageCode': 'en'}","['italian_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",italian_restaurant,"{'text': 'Italian restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Bahnhofstraße 69, 72127 Kusterdingen, Germany","{'latitude': 48.475828, 'longitude': 9.1179697}",Tübingen
ChIJU3_pY4T7mUcREub8_JVTsJc,"{'text': ""Gasthof 's Gräbele"", 'languageCode': 'de'}","['restaurant', 'inn', 'hotel', 'lodging', 'point_of_interest', 'food', 'establishment']",restaurant,"{'text': 'Restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Römerstraße 8, 72072 Tübingen, Germany","{'latitude': 48.482222199999995, 'longitude': 8.994444399999999}",Tübingen
ChIJIbTkHI37mUcRoDRmzFClAN4,"{'text': 'Dönerrizza', 'languageCode': 'de'}","['restaurant', 'turkish_restaurant', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']",restaurant,"{'text': 'Restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Eugen-Bolz-Straße 44, 72072 Tübingen, Germany","{'latitude': 48.4830663, 'longitude': 8.9952234}",Tübingen
ChIJG3kcYNz7mUcR5ZdgCEXB3-I,"{'text': 'ON Börek & Bakery (Turkish Bakery)', 'languageCode': 'en'}","['bakery', 'turkish_restaurant', 'catering_service', 'food_delivery', 'food_store', 'event_venue', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",bakery,"{'text': 'Bakery', 'languageCode': 'en'}",OPERATIONAL,,"Eugen-Bolz-Straße 19, 72072 Tübingen, Germany","{'latitude': 48.483256499999996, 'longitude': 8.9978118}",Tübingen
ChIJ9e2hy3X7mUcRAJJ8PtNdcAQ,"{'text': 'Eddy’s Imbiss', 'languageCode': 'de'}","['meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",meal_takeaway,"{'text': 'Takeout restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Bahnhofstraße 28, 72072 Tübingen, Germany","{'latitude': 48.4894295, 'longitude': 9.008041100000002}",Tübingen
ChIJhxRbsgv7mUcRMjO-1R7lUtk,"{'text': 'Gasthaus Hirsch Kilchberg', 'languageCode': 'de'}","['restaurant', 'point_of_interest', 'food', 'establishment']",restaurant,"{'text': 'Restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Closenweg 4, 72072 Tübingen, Germany","{'latitude': 48.4892883, 'longitude': 9.0167989}",Tübingen
ChIJd8nlXKr7mUcRO6iJzDp3sUQ,"{'text': 'Schützenhaus Weilheim', 'languageCode': 'de'}","['restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,"{'text': 'Restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Talstraße 2, 72072 Tübingen, Germany","{'latitude': 48.4836257, 'longitude': 9.0328602}",Tübingen
ChIJZxx-Kln6mUcROzIKQaLPWq4,"{'text': 'Restaurant Schloss Kressbach', 'languageCode': 'de'}","['restaurant', 'point_of_interest', 'food', 'establishment']",restaurant,"{'text': 'Restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Kreßbach Hofgut 11, 72072 Tübingen, Germany","{'latitude': 48.4814405, 'longitude': 9.053992}",Tübingen
ChIJEbY0PWfwmUcRX3ULHIUZ0S0,"{'text': ""Mayer's Waldhorn"", 'languageCode': 'en'}","['restaurant', 'catering_service', 'hotel', 'food_delivery', 'lodging', 'food', 'point_of_interest', 'establishment']",restaurant,"{'text': 'Restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Neckar-Alb-Straße 47, 72127 Kusterdingen, Germany","{'latitude': 48.485428999999996, 'longitude': 9.1106436}",Tübingen
ChIJ4VPJNj3xmUcR74Qh7Q0iz_k,"{'text': ""Mayer's Sommergarten"", 'languageCode': 'de'}","['restaurant', 'food', 'bar', 'point_of_interest', 'establishment']",bar,"{'text': 'Bar', 'languageCode': 'en'}",OPERATIONAL,,"Neckar-Alb-Straße 47, 72127 Kusterdingen, Germany","{'latitude': 48.485428999999996, 'longitude': 9.1106436}",Tübingen
ChIJARhATH37mUcRyRmMLZdZkKw,"{'text': 'Pizzeria -Sportlerstube Hirschau', 'languageCode': 'de'}","['italian_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",italian_restaurant,"{'text': 'Italian restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Schulstraße 28, 72070 Tübingen, Germany","{'latitude': 48.498152499999996, 'longitude': 8.992523199999999}",Tübingen
ChIJnQwYNXf7mUcRQiKytCB8Vn0,"{'text': 'EAT HAPPY', 'languageCode': 'de'}","['sushi_restaurant', 'japanese_restaurant', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",meal_takeaway,"{'text': 'Takeout restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Alte Landstraße 45, 72072 Tübingen, Germany","{'latitude': 48.496616499999995, 'longitude': 9.029984899999999}",Tübingen
ChIJ66taiuz6mUcRFSLyQ1zeZug,"{'text': 'Sportgaststätte TV Derendingen', 'languageCode': 'de'}","['restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,"{'text': 'Restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Gartenstadt 1, 72072 Tübingen, Germany","{'latitude': 48.4969252, 'longitude': 9.0630058}",Tübingen
ChIJJefnUwD7mUcRw8RE8WokBsc,"{'text': 'Biergarten Sudhaus', 'languageCode': 'de'}","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",bar,"{'text': 'Bar', 'languageCode': 'en'}",OPERATIONAL,,"Hechinger Str. 203, 72072 Tübingen, Germany","{'latitude': 48.5000448, 'longitude': 9.0654417}",Tübingen
ChIJocMuqXPwmUcR_FQG4_XZKr8,"{'text': 'Hotel Gasthof Löwen Wankheim', 'languageCode': 'de'}","['hotel', 'lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",hotel,"{'text': 'Hotel', 'languageCode': 'en'}",OPERATIONAL,,"Ob. Str. 15, 72127 Kusterdingen, Germany","{'latitude': 48.497256900000004, 'longitude': 9.1008237}",Tübingen
ChIJTR3JWCjxmUcRbt_RBaruRfk,"{'text': 'Ristorante Pizzeria Milano', 'languageCode': 'de'}","['italian_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",italian_restaurant,"{'text': 'Italian restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Ob. Str. 15, 72127 Kusterdingen, Germany","{'latitude': 48.497256900000004, 'longitude': 9.1008237}",Tübingen
ChIJA_PuHnPwmUcRvwRYy8yGfdg,"{'text': 'Hofladen Kemmler', 'languageCode': 'de'}","['bakery', 'breakfast_restaurant', 'food_store', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",bakery,"{'text': 'Bakery', 'languageCode': 'en'}",OPERATIONAL,,"Hauptstraße 30, 72127 Kusterdingen, Germany","{'latitude': 48.4989766, 'longitude': 9.1014547}",Tübingen
ChIJA_PuHnPwmUcRjsZYfTvJ-ZQ,"{'text': 'Landgut Kemmler', 'languageCode': 'de'}","['farmstay', 'coffee_shop', 'cafe', 'wholesaler', 'grocery_store', 'food_store', 'lodging', 'event_venue', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",farmstay,"{'text': 'Farmstay', 'languageCode': 'en'}",OPERATIONAL,,"Hauptstraße 20, 72127 Tübingen, Germany","{'latitude': 48.4991073, 'longitude': 9.1012811}",Tübingen
ChIJ408GZzjwmUcRiwbNgTXYfMc,"{'text': 'Gasthof Kompf', 'languageCode': 'de'}","['restaurant', 'point_of_interest', 'food', 'establishment']",restaurant,"{'text': 'Restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Mähringer Str. 34, 72127 Kusterdingen, Germany","{'latitude': 48.4990497, 'longitude': 9.1275281}",Tübingen
ChIJY4I8Je38mUcR-0CAwesMdWk,"{'text': ""Gasthof Hotel Rössle & Gerry's Steakhouse"", 'languageCode': 'de'}","['inn', 'steak_house', 'hotel', 'lodging', 'event_venue', 'restaurant', 'food', 'point_of_interest', 'establishment']",inn,"{'text': 'Inn', 'languageCode': 'en'}",OPERATIONAL,,"Bricciusstraße 25, 72108 Rottenburg am Neckar, Germany","{'latitude': 48.5022222, 'longitude': 8.9655556}",Tübingen
ChIJR_Kkbuv8mUcRIxl8cm8Sjig,"{'text': 'Besenwirtschaft Sieß', 'languageCode': 'de'}","['restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,"{'text': 'Restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Pfäffinger Str. 3, 72108 Rottenburg am Neckar, Germany","{'latitude': 48.506493999999996, 'longitude': 8.9656817}",Tübingen
ChIJQS69Gk_7mUcRKNZFcYeFOnI,"{'text': 'Ayla Pizza&Kebap', 'languageCode': 'de'}","['restaurant', 'point_of_interest', 'food', 'establishment']",restaurant,"{'text': 'Restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Kingersheimer Str. 35, 72070 Tübingen, Germany","{'latitude': 48.501466, 'longitude': 8.9980194}",Tübingen
ChIJNaEqSGT7mUcRu73mZS05U6g,"{'text': 'Gasthof Goldener Löwe', 'languageCode': 'de'}","['italian_restaurant', 'pizza_restaurant', 'restaurant', 'point_of_interest', 'food', 'establishment']",italian_restaurant,"{'text': 'Italian restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Kingersheimer Str. 18, 72070 Tübingen, Germany","{'latitude': 48.5017256, 'longitude': 8.998240299999999}",Tübingen
ChIJ1ZN5p1X7mUcRZw17Vfp1M_Y,"{'text': 'Da Michele', 'languageCode': 'de'}","['restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,"{'text': 'Restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Paul-Dietz-Straße 13, 72072 Tübingen, Germany","{'latitude': 48.502296099999995, 'longitude': 9.0538723}",Tübingen
ChIJV8BMYOf6mUcRopufG6bi_uA,"{'text': 'Gaststätte Hirsch Derendingen', 'languageCode': 'de'}","['restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,"{'text': 'Restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Jurastraße 27, 72072 Tübingen, Germany","{'latitude': 48.503990099999996, 'longitude': 9.050817499999999}",Tübingen
ChIJD8qT8qX7mUcRNPwWmhNddgA,"{'text': 'Memo Döner & Pizza Tübingen', 'languageCode': 'de'}","['meal_delivery', 'turkish_restaurant', 'food_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",turkish_restaurant,"{'text': 'Turkish restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Derendinger Str. 103, 72072 Tübingen, Germany","{'latitude': 48.5064117, 'longitude': 9.0513697}",Tübingen
ChIJf67tt936mUcRgzFJHEdI4y0,"{'text': 'Berivan Pizza & Kebap', 'languageCode': 'de'}","['fast_food_restaurant', 'pizza_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,"{'text': 'Restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Heinlenstraße 8, 72072 Tübingen, Germany","{'latitude': 48.50574650000001, 'longitude': 9.051784699999999}",Tübingen
ChIJF2Wg93H7mUcRfK_KN-0yTRI,"{'text': ""Pan's Asian Kitchen"", 'languageCode': 'de'}","['restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,"{'text': 'Restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Hechinger Str. 67, 72072 Tübingen, Germany","{'latitude': 48.509597, 'longitude': 9.059956399999999}",Tübingen
ChIJqRyU3BL7mUcRutt7WumEOI0,"{'text': ""Take ,N' GO"", 'languageCode': 'de'}","['vietnamese_restaurant', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",vietnamese_restaurant,"{'text': 'Vietnamese restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Stuttgarter Str. 7, 72072 Tübingen, Germany","{'latitude': 48.5096795, 'longitude': 9.060653499999999}",Tübingen
ChIJwynSXrr6mUcRJDnNNZkD1UU,"{'text': 'Little India Restaurant', 'languageCode': 'de'}","['indian_restaurant', 'food_delivery', 'meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",indian_restaurant,"{'text': 'Indian restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Landkutschersweg 2/2, 72072 Tübingen, Germany","{'latitude': 48.5101005, 'longitude': 9.0798421}",Tübingen
ChIJ7azpnTnwmUcRVWTjwZxS2cI,"{'text': 'crepes creatives', 'languageCode': 'de'}","['restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,"{'text': 'Restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Ochsengäßle 5, 72127 Kusterdingen, Germany","{'latitude': 48.5020686, 'longitude': 9.1281444}",Tübingen
ChIJefRj7Df7mUcRDoJ6nXNh-T4,"{'text': 'Schwärzlocher Hof - Gaststätte', 'languageCode': 'de'}","['restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,"{'text': 'Restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Schwärzloch 1, 72070 Tübingen, Germany","{'latitude': 48.5173746, 'longitude': 9.023228}",Tübingen
ChIJSUfhKCz7mUcRkvW4DdzA1Ls,"{'text': 'Coyote Cafe', 'languageCode': 'de'}","['bar_and_grill', 'mexican_restaurant', 'bar', 'restaurant', 'point_of_interest', 'food', 'establishment']",bar_and_grill,"{'text': 'Bar & grill', 'languageCode': 'en'}",OPERATIONAL,,"Schleifmühleweg 95, 72070 Tübingen, Germany","{'latitude': 48.520277799999995, 'longitude': 9.039444399999999}",Tübingen
ChIJD0eG3Sb7mUcR69WsfL5ysa4,"{'text': 'Kabine5', 'languageCode': 'de'}","['wedding_venue', 'event_venue', 'bar', 'restaurant', 'point_of_interest', 'food', 'establishment']",restaurant,"{'text': 'Restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Freibad 3, 72072 Tübingen, Germany","{'latitude': 48.5109299, 'longitude': 9.041559999999999}",Tübingen
ChIJayOhYw77mUcRFmVYqY50yOg,"{'text': 'An An 2 - Vietnamese Cuisine & Sushi Bar', 'languageCode': 'de'}","['vietnamese_restaurant', 'sushi_restaurant', 'japanese_restaurant', 'restaurant', 'point_of_interest', 'food', 'establishment']",vietnamese_restaurant,"{'text': 'Vietnamese restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Europastraße 40, 72072 Tübingen, Germany","{'latitude': 48.5110568, 'longitude': 9.0427191}",Tübingen
ChIJx8_YONT6mUcRm0S4iRVGdMI,"{'text': 'Restaurant Mauganeschtle Tübingen', 'languageCode': 'de'}","['food_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,"{'text': 'Restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Burgsteige 18, 72070 Tübingen, Germany","{'latitude': 48.519961699999996, 'longitude': 9.0523572}",Tübingen
ChIJC7HFCtT6mUcRob-ev5r2SjI,"{'text': 'Historische Weinstube Forelle', 'languageCode': 'de'}","['wine_bar', 'restaurant', 'food', 'bar', 'point_of_interest', 'establishment']",restaurant,"{'text': 'Restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Kronenstraße 8, 72070 Tübingen, Germany","{'latitude': 48.5200539, 'longitude': 9.0544383}",Tübingen
ChIJp-1HDbH7mUcRZ-0qgD-LR3w,"{'text': ""Caro's Restaurant"", 'languageCode': 'de'}","['fine_dining_restaurant', 'vegetarian_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,"{'text': 'Restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Haaggasse 10, 72070 Tübingen, Germany","{'latitude': 48.520507699999996, 'longitude': 9.0522075}",Tübingen
ChIJhfpzRzb7mUcROSM0C5xqSfA,"{'text': 'Restaurant HILLS - Burgerclub & Steakhouse', 'languageCode': 'de'}","['steak_house', 'vegan_restaurant', 'breakfast_restaurant', 'vegetarian_restaurant', 'brunch_restaurant', 'hamburger_restaurant', 'wine_bar', 'american_restaurant', 'restaurant', 'food', 'bar', 'point_of_interest', 'establishment']",steak_house,"{'text': 'Steak house', 'languageCode': 'en'}",OPERATIONAL,,"Burgsteige 7, 72070 Tübingen, Germany","{'latitude': 48.5198567, 'longitude': 9.0527187}",Tübingen
ChIJPd27DNT6mUcRsJIx2HarEOQ,"{'text': 'Kaffeehaus Ranitzky', 'languageCode': 'en'}","['cafe', 'restaurant', 'food', 'bar', 'point_of_interest', 'establishment']",cafe,"{'text': 'Cafe', 'languageCode': 'en'}",OPERATIONAL,,"Am Markt, 72070 Tübingen, Germany","{'latitude': 48.520168999999996, 'longitude': 9.054003699999999}",Tübingen
ChIJ71WmI9T6mUcRddh0j7VStjk,"{'text': 'Traube', 'languageCode': 'de'}","['restaurant', 'greek_restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,"{'text': 'Restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Neckarhalde 14, 72070 Tübingen, Germany","{'latitude': 48.5195705, 'longitude': 9.052602}",Tübingen
ChIJh7m47NX6mUcRgwbJLk1vDn0,"{'text': 'Manufaktur', 'languageCode': 'en'}","['restaurant', 'meal_takeaway', 'italian_restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,"{'text': 'Restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Vor dem Haagtor 1/2, 72070 Tübingen, Germany","{'latitude': 48.520327099999996, 'longitude': 9.0495466}",Tübingen
ChIJX4-gp9n6mUcR39N6fPlXA6I,"{'text': 'Il Centro Café-Bistro & Catering & Partyservice', 'languageCode': 'de'}","['cafe', 'catering_service', 'food_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",cafe,"{'text': 'Cafe', 'languageCode': 'en'}",OPERATIONAL,,"Konrad-Adenauer-Straße 13, 72072 Tübingen, Germany","{'latitude': 48.5113936, 'longitude': 9.0499859}",Tübingen
ChIJZygGFuj7mUcR0FJdppJTL7Q,"{'text': 'Mr.Kebab', 'languageCode': 'de'}","['restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,"{'text': 'Restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Poststraße 2-4, 72072 Tübingen, Germany","{'latitude': 48.516768, 'longitude': 9.059111}",Tübingen
ChIJPVbqNtL6mUcRr08MEmuJIgs,"{'text': 'El Chico', 'languageCode': 'de'}","['mexican_restaurant', 'hamburger_restaurant', 'spanish_restaurant', 'american_restaurant', 'cafe', 'restaurant', 'food', 'bar', 'point_of_interest', 'establishment']",mexican_restaurant,"{'text': 'Mexican restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Gartenstraße 4, 72074 Tübingen, Germany","{'latitude': 48.519351900000004, 'longitude': 9.0585832}",Tübingen
ChIJmxC1NAD7mUcR8QG5G9KY39c,"{'text': 'Luca - Pizza Napoletana', 'languageCode': 'en'}","['pizza_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",pizza_restaurant,"{'text': 'Pizza restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Karlstraße 2, 72072 Tübingen, Germany","{'latitude': 48.517764, 'longitude': 9.0580303}",Tübingen
ChIJzYSKNNL6mUcR2Q5TjncJPlo,"{'text': 'China Restaurant San Bao', 'languageCode': 'en'}","['chinese_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",chinese_restaurant,"{'text': 'Chinese restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Neckargasse 22, 72070 Tübingen, Germany","{'latitude': 48.5194781, 'longitude': 9.057910099999999}",Tübingen
ChIJ62MugdH6mUcR7IeaAY_mG24,"{'text': 'Ludwigs', 'languageCode': 'de'}","['restaurant', 'breakfast_restaurant', 'food', 'bar', 'point_of_interest', 'establishment']",restaurant,"{'text': 'Restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Uhlandstraße 1, 72072 Tübingen, Germany","{'latitude': 48.5180253, 'longitude': 9.0577603}",Tübingen
ChIJZxHDkQH7mUcRRJJIquhKWAs,"{'text': 'Brothersorientfood Tübingen', 'languageCode': 'de'}","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",meal_takeaway,"{'text': 'Takeout restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Gartenstraße 1, 72074 Tübingen, Germany","{'latitude': 48.5195927, 'longitude': 9.0583828}",Tübingen
ChIJuZhzLaz7mUcR-RLZoGdZK-I,"{'text': 'TÜ MEIN ESSEN', 'languageCode': 'de'}","['turkish_restaurant', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",turkish_restaurant,"{'text': 'Turkish restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Poststraße 2-4, 72072 Tübingen, Germany","{'latitude': 48.516794, 'longitude': 9.0593729}",Tübingen
ChIJizM6MAH7mUcR2jJcSvVhqD0,"{'text': 'Ltt-lokal', 'languageCode': 'de'}","['mediterranean_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",mediterranean_restaurant,"{'text': 'Mediterranean restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Eberhardstraße 6, 72072 Tübingen, Germany","{'latitude': 48.5150006, 'longitude': 9.0635671}",Tübingen
ChIJ5xBo29H6mUcRhd1Q5HIO8MA,"{'text': 'Burgermeister Café Gino', 'languageCode': 'de'}","['hamburger_restaurant', 'american_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",hamburger_restaurant,"{'text': 'Hamburger restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Poststraße 2-4, 72072 Tübingen, Germany","{'latitude': 48.5167165, 'longitude': 9.0593363}",Tübingen
