id,name,types,primaryType,primaryTypeDisplayName,businessStatus,pureServiceAreaBusiness,formattedAddress,location,city
ChIJ9TzVX9DfnUcRgu85u142HYE,"{'text': 'JACCI petite Delivery', 'languageCode': 'de'}","['restaurant', 'vietnamese_restaurant', 'asian_restaurant', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']",restaurant,"{'text': 'Restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Rupert-Mayer-Straße 44, 81379 München, Germany","{'latitude': 48.0965159, 'longitude': 11.536791899999999}",München
ChIJc1iaGGDfnUcRmgIz7sEBaFc,"{'text': 'Restaurant Fratellis', 'languageCode': 'de'}","['italian_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",italian_restaurant,"{'text': 'Italian restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Utzschneiderstraße 1, 80469 München, Germany","{'latitude': 48.0998954, 'longitude': 11.5334151}",München
ChIJg8uT8yjfnUcRQUaLoEQdiz0,"{'text': 'Café am Tierpark', 'languageCode': 'de'}","['italian_restaurant', 'pizza_restaurant', 'coffee_shop', 'cafe', 'restaurant', 'point_of_interest', 'food_store', 'store', 'food', 'establishment']",italian_restaurant,"{'text': 'Italian restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Fraunbergstraße 10, 81379 München, Germany","{'latitude': 48.1004796, 'longitude': 11.5447685}",München
ChIJ_ZpBp9fenUcRWDct1TGOgr0,"{'text': 'Asam Schlössl', 'languageCode': 'de'}","['event_venue', 'restaurant', 'point_of_interest', 'food', 'establishment']",restaurant,"{'text': 'Restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Maria-Einsiedel-Straße 45, 81379 München, Germany","{'latitude': 48.095296999999995, 'longitude': 11.542460799999999}",München
ChIJ4yx_gyjfnUcRJQhd791Gykg,"{'text': 'Mangostin Asia', 'languageCode': 'en'}","['asian_restaurant', 'sushi_restaurant', 'thai_restaurant', 'japanese_restaurant', 'bar', 'restaurant', 'point_of_interest', 'food', 'establishment']",asian_restaurant,"{'text': 'Asian restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Maria-Einsiedel-Straße 2, 81379 München, Germany","{'latitude': 48.100091899999995, 'longitude': 11.545949799999999}",München
ChIJR0RN9ijfnUcRXeq40pDmf6g,"{'text': 'Gasthaus Alter Wirt', 'languageCode': 'de'}","['restaurant', 'point_of_interest', 'food', 'establishment']",restaurant,"{'text': 'Restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Fraunbergstraße 8, 81379 München, Germany","{'latitude': 48.100518099999995, 'longitude': 11.5451366}",München
ChIJsWDsviffnUcRe1Z1F-UfWNo,"{'text': 'NaturFreunde Haus', 'languageCode': 'de'}","['restaurant', 'point_of_interest', 'food', 'establishment']",restaurant,"{'text': 'Restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Zentralländstraße 16, 81379 München, Germany","{'latitude': 48.098836399999996, 'longitude': 11.5471989}",München
ChIJ_eYkMNbenUcRYAGC3qRFr0A,"{'text': 'Urban Soup GmbH', 'languageCode': 'de'}","['restaurant', 'point_of_interest', 'food', 'establishment']",restaurant,"{'text': 'Restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Wolfratshauser Str. 56A, 81379 München, Germany","{'latitude': 48.097254199999995, 'longitude': 11.54135}",München
ChIJhdd2Qh_fnUcRoxeMHXkuXJM,"{'text': 'Gasthaus Siebenbrunn', 'languageCode': 'de'}","['restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,"{'text': 'Restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Siebenbrunner Str. 5, 81543 München, Germany","{'latitude': 48.0997397, 'longitude': 11.560664899999999}",München
ChIJpwKOBODenUcRHv7ajviO2Kk,"{'text': 'Harlachinger Einkehr', 'languageCode': 'de'}","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",bar,"{'text': 'Bar', 'languageCode': 'en'}",OPERATIONAL,,"Karolingerallee 34, 81545 München, Germany","{'latitude': 48.0957401, 'longitude': 11.5577969}",München
ChIJLzonZ0zfnUcRZCkOLc2VCJM,"{'text': 'Restaurant Flamingo Münchner Tierpark Hellabrunn', 'languageCode': 'de'}","['restaurant', 'pizza_restaurant', 'cafe', 'food_store', 'meal_takeaway', 'food', 'point_of_interest', 'store', 'establishment']",restaurant,"{'text': 'Restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Siebenbrunner Str. 7, 81543 München, Germany","{'latitude': 48.0993917, 'longitude': 11.5581935}",München
ChIJzxzOrgzfnUcRU_JN2B9wSxE,"{'text': 'Fish & Chips', 'languageCode': 'de'}","['fast_food_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",fast_food_restaurant,"{'text': 'Fast food restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Schlichtweg 11, 81543 München, Germany","{'latitude': 48.0934771, 'longitude': 11.5528509}",München
ChIJ95q3N9_enUcRAzbhS4YrNqk,"{'text': 'Rubenbauer Tierpark Restaurant', 'languageCode': 'de'}","['fast_food_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,"{'text': 'Restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Schlichtweg 11, 81543 München, Germany","{'latitude': 48.0945969, 'longitude': 11.5522186}",München
ChIJ-4ekueLenUcRKBECI0eUHBc,"{'text': 'Vitigno', 'languageCode': 'en'}","['italian_restaurant', 'cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",italian_restaurant,"{'text': 'Italian restaurant', 'languageCode': 'en'}",OPERATIONAL,,"St.-Magnus-Straße 29, 81545 München, Germany","{'latitude': 48.094086999999995, 'longitude': 11.569275}",München
ChIJG1MT5-PenUcRL72i6ftWw1Y,"{'text': 'Mezzogiorno', 'languageCode': 'de'}","['italian_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",italian_restaurant,"{'text': 'Italian restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Langobardenstraße 2, 81545 München, Germany","{'latitude': 48.0918176, 'longitude': 11.563400900000001}",München
ChIJ8Uw6OLffnUcRAO_sxIXB634,"{'text': 'Pizza Castello', 'languageCode': 'de'}","['food_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",meal_takeaway,"{'text': 'Takeout restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Armanspergstraße 1, 81545 München, Germany","{'latitude': 48.0921017, 'longitude': 11.5675387}",München
ChIJSXF3PAHfnUcR6YCj_tAUggs,"{'text': 'Harlachinger Gartenstadt', 'languageCode': 'de'}","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,"{'text': 'Restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Naupliastraße 2, 81547 München, Germany","{'latitude': 48.097952899999996, 'longitude': 11.5806133}",München
ChIJUeoiA4bfnUcRlulueJdAg9c,"{'text': 'Bravi Ragazzi', 'languageCode': 'de'}","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",bar,"{'text': 'Bar', 'languageCode': 'en'}",OPERATIONAL,,"Naupliastraße 50, 81547 München, Germany","{'latitude': 48.0960445, 'longitude': 11.575961699999999}",München
ChIJ8RYtnwbfnUcRr4ZTIhFcC5U,"{'text': 'Taverna Limani', 'languageCode': 'de'}","['greek_restaurant', 'mediterranean_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",greek_restaurant,"{'text': 'Greek restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Rotdornstraße 2, 81547 München, Germany","{'latitude': 48.1002888, 'longitude': 11.579931799999999}",München
ChIJGyHXmgLfnUcRN7PuzYaXGEE,"{'text': 'Zum Dachs', 'languageCode': 'de'}","['restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,"{'text': 'Restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Säbener Str. 173, 81545 München, Germany","{'latitude': 48.094989999999996, 'longitude': 11.573660499999999}",München
ChIJF--magTfnUcR-7p-0UC6MUc,"{'text': 'Pizza Trento & Indish Food München', 'languageCode': 'de'}","['fast_food_restaurant', 'meal_delivery', 'vegetarian_restaurant', 'food_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",meal_takeaway,"{'text': 'Takeout restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Rotbuchenstraße 55, 81547 München, Germany","{'latitude': 48.100512699999996, 'longitude': 11.5780232}",München
ChIJSQ11mDDfnUcRyrB5J9AM91E,"{'text': 'Toro Burger', 'languageCode': 'de'}","['hamburger_restaurant', 'american_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",hamburger_restaurant,"{'text': 'Hamburger restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Traunsteiner Str. 34, 81549 München, Germany","{'latitude': 48.100817299999996, 'longitude': 11.5887008}",München
ChIJb5Lm3gDfnUcR8NdYro34GkQ,"{'text': 'Ristorante Per Te', 'languageCode': 'de'}","['italian_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",italian_restaurant,"{'text': 'Italian restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Mangfallpl. 8, 81547 München, Germany","{'latitude': 48.0976486, 'longitude': 11.581856300000002}",München
ChIJ_cy1aqrfnUcR5298kogTFCI,"{'text': 'Don Pepe, Restaurant u. Heimservice', 'languageCode': 'de'}","['italian_restaurant', 'meal_delivery', 'food_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",italian_restaurant,"{'text': 'Italian restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Tegernseer Landstraße 254, 81549 München, Germany","{'latitude': 48.097063899999995, 'longitude': 11.5864472}",München
ChIJRZlXNAffnUcRYHf4esPCy2I,"{'text': 'Bar Bistro zur Hexe', 'languageCode': 'en'}","['pub', 'cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",pub,"{'text': 'Pub', 'languageCode': 'en'}",OPERATIONAL,,"Peter-Auzinger-Straße 7, 81547 München, Germany","{'latitude': 48.0988189, 'longitude': 11.5835755}",München
ChIJgVb9_7XfnUcRBm9bpfTpTRc,"{'text': 'Herzis Wirtschaft ""Zum fleißigen Gartler""', 'languageCode': 'de'}","['restaurant', 'meal_takeaway', 'point_of_interest', 'food', 'establishment']",restaurant,"{'text': 'Restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Görzer Str. 201, 81549 München, Germany","{'latitude': 48.0959925, 'longitude': 11.6106223}",München
ChIJST9JEbbfnUcRajFdgLxdqy8,"{'text': 'Görzers, mediterrane Kochkunst und Eventlocation', 'languageCode': 'de'}","['mediterranean_restaurant', 'restaurant', 'point_of_interest', 'food', 'establishment']",mediterranean_restaurant,"{'text': 'Mediterranean restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Görzer Str. 193, 81549 München, Germany","{'latitude': 48.09775, 'longitude': 11.610439999999999}",München
ChIJzcMu-LTfnUcRhu5rkGrAN70,"{'text': 'Sportivo Restaurant', 'languageCode': 'de'}","['restaurant', 'point_of_interest', 'food', 'establishment']",restaurant,"{'text': 'Restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Görzer Str. 193, 81549 München, Germany","{'latitude': 48.09775, 'longitude': 11.610439999999999}",München
ChIJHTuKyrDfnUcRWw5wrTJKqgU,"{'text': 'Zur Gartenlaube', 'languageCode': 'de'}","['bar', 'restaurant', 'point_of_interest', 'food', 'establishment']",bar,"{'text': 'Bar', 'languageCode': 'en'}",OPERATIONAL,,"Kopischstraße 1, 81549 München, Germany","{'latitude': 48.1001159, 'longitude': 11.605575}",München
ChIJM4CVT9rfnUcRo_6QXBUUtjQ,"{'text': 'Spiceland', 'languageCode': 'en'}","['indian_restaurant', 'restaurant', 'point_of_interest', 'food', 'establishment']",indian_restaurant,"{'text': 'Indian restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Sebastian-Bauer-Straße 12, 81737 München, Germany","{'latitude': 48.098382699999995, 'longitude': 11.6295215}",München
ChIJ90I2P8XfnUcRgaNvZIs9w5U,"{'text': 'Pizzeria Roma', 'languageCode': 'de'}","['pizza_restaurant', 'italian_restaurant', 'restaurant', 'point_of_interest', 'food', 'establishment']",pizza_restaurant,"{'text': 'Pizza restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Hochäckerstraße 106, 81737 München, Germany","{'latitude': 48.10069, 'longitude': 11.62563}",München
ChIJKZBk-KffnUcREcixVrRF-MY,"{'text': 'Il Basilico', 'languageCode': 'de'}","['italian_restaurant', 'restaurant', 'point_of_interest', 'food', 'establishment']",italian_restaurant,"{'text': 'Italian restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Pfanzeltpl. 11, 81737 München, Germany","{'latitude': 48.0997458, 'longitude': 11.6304807}",München
ChIJh-zvwNDfnUcR80d2GQuuVXo,"{'text': 'Gasthaus Perlacher Hof', 'languageCode': 'de'}","['restaurant', 'point_of_interest', 'food', 'establishment']",restaurant,"{'text': 'Restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Sebastian-Bauer-Straße 13, 81737 München, Germany","{'latitude': 48.098371300000004, 'longitude': 11.630000800000001}",München
ChIJLwEca9rfnUcRMpE5TaxRMag,"{'text': 'Gasthaus zur Post Altperlach', 'languageCode': 'de'}","['restaurant', 'point_of_interest', 'food', 'establishment']",restaurant,"{'text': 'Restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Pfanzeltpl. 12, 81737 München, Germany","{'latitude': 48.0999525, 'longitude': 11.6300946}",München
ChIJjzxU_NrfnUcR1ya8ROgORo8,"{'text': 'Der Hufnagel', 'languageCode': 'de'}","['inn', 'lodging', 'bar', 'restaurant', 'point_of_interest', 'food', 'establishment']",restaurant,"{'text': 'Restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Ottobrunner Str. 135, 81737 München, Germany","{'latitude': 48.101363899999996, 'longitude': 11.628762799999999}",München
ChIJTwTPH9LfnUcR5wrffIQD1Bk,"{'text': 'Bräustüberl der Forschungsbrauerei', 'languageCode': 'de'}","['bar', 'restaurant', 'point_of_interest', 'food', 'establishment']",bar,"{'text': 'Bar', 'languageCode': 'en'}",OPERATIONAL,,"Unterhachinger Str. 78, 81737 München, Germany","{'latitude': 48.0941438, 'longitude': 11.6248116}",München
ChIJk5UkRNrfnUcRnajFU2YSjtU,"{'text': 'Bäckerei Aumüller', 'languageCode': 'de'}","['bakery', 'breakfast_restaurant', 'confectionery', 'coffee_shop', 'cafe', 'restaurant', 'point_of_interest', 'food_store', 'store', 'food', 'establishment']",bakery,"{'text': 'Bakery', 'languageCode': 'en'}",OPERATIONAL,,"Pfanzeltpl. 16, 81737 München, Germany","{'latitude': 48.100774699999995, 'longitude': 11.6302018}",München
ChIJK882RNrfnUcRhxclt7sfXD4,"{'text': 'Ana’s Feinkost-Imbiss Döner', 'languageCode': 'de'}","['fast_food_restaurant', 'meal_takeaway', 'turkish_restaurant', 'restaurant', 'point_of_interest', 'food', 'establishment']",turkish_restaurant,"{'text': 'Turkish restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Pfanzeltpl. 16, 81737 München, Germany","{'latitude': 48.100653, 'longitude': 11.6302104}",München
ChIJJdJzBgXfnUcRSGWw0AXXSFw,"{'text': 'La Passione', 'languageCode': 'de'}","['italian_restaurant', 'restaurant', 'point_of_interest', 'food', 'establishment']",italian_restaurant,"{'text': 'Italian restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Schneckestraße 17, 81737 München, Germany","{'latitude': 48.0943797, 'longitude': 11.631195499999999}",München
ChIJvTzx_aDhnUcRdm9AsP7GBBo,"{'text': 'Kokono München', 'languageCode': 'en'}","['vietnamese_restaurant', 'japanese_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,"{'text': 'Restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Thomas-Dehler-Straße 15, 81737 München, Germany","{'latitude': 48.099756799999994, 'longitude': 11.6459269}",München
ChIJDbAeSjPhnUcROUpn7SbqLnw,"{'text': ""L'Osteria München Perlach Plaza"", 'languageCode': 'de'}","['italian_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",italian_restaurant,"{'text': 'Italian restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Thomas-Dehler-Straße 15, 81737 München, Germany","{'latitude': 48.0997445, 'longitude': 11.6458817}",München
ChIJmWEty3bgnUcRt4AkXpWyS20,"{'text': 'An Minh - Vietnamesisches Restaurant', 'languageCode': 'de'}","['vietnamese_restaurant', 'asian_restaurant', 'chinese_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",vietnamese_restaurant,"{'text': 'Vietnamese restaurant', 'languageCode': 'en'}",OPERATIONAL,,"PEP Einkaufszentrum, Thomas-Dehler-Straße 12, 81737 München, Germany","{'latitude': 48.1009187, 'longitude': 11.6456258}",München
ChIJw5-rbD3hnUcRrCcszFslQ3s,"{'text': 'Madhuram Indisches Restaurant', 'languageCode': 'en'}","['restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,"{'text': 'Restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Nähe Koftehaus, underground - Direct Access from U5-Neuperlach Zentrum, Thomas-Dehler-Straße 13 UG/Stock -1, 81737 München, Germany","{'latitude': 48.100631199999995, 'longitude': 11.647084999999999}",München
ChIJ1_E_eYjhnUcRI3gBhSyD5a0,"{'text': 'Loco Chicken Neuperlach', 'languageCode': 'en'}","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",meal_takeaway,"{'text': 'Takeout restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Thomas-Dehler-Straße 15, 81737 München, Germany","{'latitude': 48.10040490000001, 'longitude': 11.646277399999999}",München
ChIJpQHt_o7hnUcR78jIe92tpSg,"{'text': 'Haiky Asian Food', 'languageCode': 'pt'}","['asian_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",asian_restaurant,"{'text': 'Asian restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Thomas-Dehler-Straße 15, 81737 München, Germany","{'latitude': 48.1003488, 'longitude': 11.646581699999999}",München
ChIJ76ueBnbhnUcRdV7Ep-jxzEw,"{'text': 'Köfte House', 'languageCode': 'en'}","['turkish_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",turkish_restaurant,"{'text': 'Turkish restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Thomas-Dehler-Straße 13, 81737 München, Germany","{'latitude': 48.100404999999995, 'longitude': 11.6462773}",München
ChIJDVCjNSThnUcR4BwIcPjji_I,"{'text': 'Love Me Tender', 'languageCode': 'lt'}","['restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,"{'text': 'Restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Ollenhauerstraße 19, 81737 München, Germany","{'latitude': 48.10122810000001, 'longitude': 11.6430526}",München
ChIJARdvln3gnUcRH9jv5t1aIzM,"{'text': 'Pizza AVANTI Perlach', 'languageCode': 'de'}","['pizza_restaurant', 'meal_delivery', 'food_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",meal_delivery,"{'text': 'Meal delivery', 'languageCode': 'en'}",OPERATIONAL,,"Therese-Giehse-Allee 26, 81739 München, Germany","{'latitude': 48.0943305, 'longitude': 11.6419734}",München
ChIJq2nCKHnhnUcR5ZKwgkLw-ho,"{'text': 'Five Guys', 'languageCode': 'en'}","['hamburger_restaurant', 'fast_food_restaurant', 'american_restaurant', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",hamburger_restaurant,"{'text': 'Hamburger restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Thomas-Dehler-Straße 13, 81737 München, Germany","{'latitude': 48.1005736, 'longitude': 11.6463488}",München
ChIJQY2dZkvhnUcRq-RyHbMD1fg,"{'text': 'Deli Tadka', 'languageCode': 'en'}","['indian_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",indian_restaurant,"{'text': 'Indian restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Thomas-Dehler-Straße 10, 81737 München, Germany","{'latitude': 48.100876899999996, 'longitude': 11.644304799999999}",München
ChIJR-5scXzgnUcRkyL2zo5z5dM,"{'text': 'Restaurant Valentin München', 'languageCode': 'de'}","['restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,"{'text': 'Restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Rudolf-Vogel-Bogen 3, 81739 München, Germany","{'latitude': 48.092051299999994, 'longitude': 11.6441099}",München
ChIJ3yKj0RHhnUcRzgdMEm7_bEA,"{'text': 'Café Höflinger', 'languageCode': 'de'}","['cafe', 'breakfast_restaurant', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",cafe,"{'text': 'Cafe', 'languageCode': 'en'}",OPERATIONAL,,"Thomas-Dehler-Straße 13, 81737 München, Germany","{'latitude': 48.1002867, 'longitude': 11.6468638}",München
ChIJh1HVM3HgnUcRX6zHevx0kxs,"{'text': ""McDonald's"", 'languageCode': 'en'}","['fast_food_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",fast_food_restaurant,"{'text': 'Fast food restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Thomas-Dehler-Straße 12, 81737 München, Germany","{'latitude': 48.100905499999996, 'longitude': 11.6448732}",München
ChIJA-McuJzhnUcROjlIg1GPSW4,"{'text': 'Asia Hung', 'languageCode': 'en'}","['asian_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",asian_restaurant,"{'text': 'Asian restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Einkaufszentrum Neuperlach, Ollenhauerstraße 9, 81737 München, Germany","{'latitude': 48.100583, 'longitude': 11.6442842}",München
ChIJT-r97HbgnUcR91gxVOdQ9p0,"{'text': 'Shoya Sushi', 'languageCode': 'en'}","['sushi_restaurant', 'japanese_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",sushi_restaurant,"{'text': 'Sushi restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Ollenhauerstraße 6, 81737 München, Germany","{'latitude': 48.1004776, 'longitude': 11.6442062}",München
ChIJJ464ZPvhnUcRUZx2Uodb_V0,"{'text': 'Ciao Bella PEP Einkaufs-Center Neuperlach', 'languageCode': 'de'}","['restaurant', 'pizza_restaurant', 'italian_restaurant', 'food_store', 'food', 'point_of_interest', 'store', 'establishment']",restaurant,"{'text': 'Restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Ollenhauerstraße 6, 81737 München, Germany","{'latitude': 48.1007548, 'longitude': 11.6445356}",München
ChIJuwn6-_XhnUcRyl13nuCfcKM,"{'text': 'Gustosa Kebap & Grill Pep', 'languageCode': 'de'}","['turkish_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",turkish_restaurant,"{'text': 'Turkish restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Im PEP Einkaufszentrum Neuperlach, Ollenhauerstraße 6, 81737 München, Germany","{'latitude': 48.101196699999996, 'longitude': 11.644345399999999}",München
ChIJT-r97HbgnUcRVWXQGlStJoY,"{'text': 'NORDSEE', 'languageCode': 'en'}","['restaurant', 'seafood_restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,"{'text': 'Restaurant', 'languageCode': 'en'}",OPERATIONAL,,"PEP Einkaufszentrum, Ollenhauerstraße 6, 81737 München, Germany","{'latitude': 48.1009232, 'longitude': 11.6439831}",München
ChIJTU7ECf91nkcRro3Lwe1Zf5w,"{'text': 'BO12 Shisha Bar Kitchen', 'languageCode': 'de'}","['restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,"{'text': 'Restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Gerhart-Hauptmann-Ring 54, 81737 München, Germany","{'latitude': 48.0992326, 'longitude': 11.653922}",München
ChIJhwtm7eThnUcRxBA89FBGFvc,"{'text': 'Döner&Pizza Like', 'languageCode': 'en'}","['fast_food_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",fast_food_restaurant,"{'text': 'Fast food restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Sudermannallee 20, 81737 München, Germany","{'latitude': 48.099038199999995, 'longitude': 11.653417099999999}",München
ChIJe8z0U2jgnUcRu1laAkqclF8,"{'text': 'Discount Gaststätte Pizzeria (DG-Restaurant / Pizzeria München)', 'languageCode': 'de'}","['pizza_restaurant', 'hamburger_restaurant', 'food_delivery', 'american_restaurant', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",pizza_restaurant,"{'text': 'Pizza restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Oskar-Maria-Graf-Ring 23, 81737 München, Germany","{'latitude': 48.09804, 'longitude': 11.66143}",München
ChIJH6m3DWngnUcR1zbxmXv_T-w,"{'text': 'Bigboss 24', 'languageCode': 'de'}","['pizza_restaurant', 'meal_delivery', 'food_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",meal_delivery,"{'text': 'Meal delivery', 'languageCode': 'en'}",OPERATIONAL,,"Stemplingeranger 12, 81737 München, Germany","{'latitude': 48.0993271, 'longitude': 11.6608825}",München
ChIJ4Wv7O7vhnUcR7X7f8jTKc2E,"{'text': 'Geißlitz Gramüller & Co.GmbH', 'languageCode': 'de'}","['butcher_shop', 'bakery', 'catering_service', 'food_delivery', 'meal_takeaway', 'grocery_store', 'market', 'restaurant', 'deli', 'food_store', 'store', 'food', 'point_of_interest', 'establishment']",butcher_shop,"{'text': 'Butcher shop', 'languageCode': 'en'}",OPERATIONAL,,"Keferloher-Markt-Straße 17, 85640 Putzbrunn, Germany","{'latitude': 48.0920876, 'longitude': 11.7056796}",München
ChIJV--x4YTXnUcRHJVHd11_yZo,"{'text': 'A`Dore Oriental & Libanesisches Restaurant', 'languageCode': 'de'}","['middle_eastern_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",middle_eastern_restaurant,"{'text': 'Middle Eastern restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Mathildenstraße 1, 82152 Planegg, Germany","{'latitude': 48.1052125, 'longitude': 11.417484}",München
ChIJDZ0PNnrXnUcRSV36SDyttYI,"{'text': 'Mi Casa Su Casa', 'languageCode': 'de'}","['restaurant', 'italian_restaurant', 'food', 'point_of_interest', 'establishment']",restaurant,"{'text': 'Restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Bahnhofstraße 22, 82152 Planegg, Germany","{'latitude': 48.1038803, 'longitude': 11.419617599999999}",München
ChIJ_zEelnDXnUcRSoV_T8CKTqI,"{'text': 'VIAUNO', 'languageCode': 'de'}","['italian_restaurant', 'cafe', 'event_venue', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",italian_restaurant,"{'text': 'Italian restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Kraillinger Str. 1, 82152 Planegg, Germany","{'latitude': 48.1042373, 'longitude': 11.4156043}",München
ChIJi47LSdjXnUcRXr7P8UKFjv4,"{'text': 'La Terrazza', 'languageCode': 'de'}","['italian_restaurant', 'wine_bar', 'hotel', 'lodging', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",italian_restaurant,"{'text': 'Italian restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Bahnhofstraße 30, 82152 Planegg, Germany","{'latitude': 48.1044444, 'longitude': 11.418055599999999}",München
ChIJj2Bku3vXnUcRMSnx4RL0bZM,"{'text': 'Ristorante Pizzeria Insieme', 'languageCode': 'it'}","['italian_restaurant', 'pizza_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",italian_restaurant,"{'text': 'Italian restaurant', 'languageCode': 'en'}",OPERATIONAL,,"Bahnhofstraße 5, 82152 Planegg, Germany","{'latitude': 48.103237, 'longitude': 11.420753999999999}",München
