id,name,types,reviewsLink,primaryType
ChIJw_pHyuHvmUcRk7YxCvcKsuY,"{'text': 'Im Höfle', 'languageCode': 'de'}","restaurant, food, point_of_interest, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799efe1ca47fac3:0xe6b20af70a31b693!9m1!1b1,restaurant
ChIJ__8LtM78mUcRcAT-4qM_S-w,"{'text': 'Pfäffinger Pizza & Kebap Haus', 'languageCode': 'de'}","turkish_restaurant, restaurant, food, point_of_interest, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799fcceb40bffff:0xec4b3fa3e2fe0470!9m1!1b1,turkish_restaurant
ChIJSzCy1M38mUcRVWSmSvdyhrM,"{'text': 'Pizzeria da Roberto', 'languageCode': 'de'}","italian_restaurant, pizza_restaurant, restaurant, point_of_interest, food, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799fccdd4b2304b:0xb38672f74aa66455!9m1!1b1,italian_restaurant
ChIJYaIpZrT8mUcR_skNcYIxOvE,"{'text': 'Hotel LAMM - Restaurant & Spezialitäten-Brennerei Volker Theurer', 'languageCode': 'de'}","hotel, inn, liquor_store, farm, lodging, store, restaurant, point_of_interest, food, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799fcb46629a261:0xf13a3182710dc9fe!9m1!1b1,hotel
ChIJJwv_GjX7mUcRBqUKy2UwLVo,"{'text': 'Hotel Restaurant Kreuzberg', 'languageCode': 'de'}","restaurant, hotel, lodging, food, point_of_interest, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799fb351aff0b27:0x5a2d3065cb0aa506!9m1!1b1,restaurant
ChIJe9Db17D7mUcRlW40zvrs5Jc,"{'text': 'Tetova Bar pavillon', 'languageCode': 'de'}","restaurant, cafe, night_club, bar, point_of_interest, food, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799fbb0d7dbd07b:0x97e4ecface346e95!9m1!1b1,restaurant
ChIJP_9lmxz7mUcRelv5YnPMnH8,"{'text': ""Domino's Pizza Tübingen Nord"", 'languageCode': 'de'}","pizza_restaurant, restaurant, point_of_interest, food, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799fb1c9b65ff3f:0x7f9ccc7362f95b7a!9m1!1b1,pizza_restaurant
ChIJjX6b37j7mUcR76qIt43y1mY,"{'text': 'EAT HAPPY', 'languageCode': 'de'}","sushi_restaurant, meal_takeaway, japanese_restaurant, restaurant, point_of_interest, food, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799fbb8df9b7e8d:0x66d6f28db788aaef!9m1!1b1,meal_takeaway
ChIJ2RLhhi37mUcR3Ib6lzocwd4,"{'text': 'Bakery Gehr bakery', 'languageCode': 'en'}","bakery, coffee_shop, breakfast_restaurant, cafe, food_store, store, restaurant, point_of_interest, food, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799fb2d86e112d9:0xdec11c3a97fa86dc!9m1!1b1,bakery
ChIJsdMa-Mv5mUcRXIWM1xoh7OU,"{'text': 'PizzA.K Tübingen', 'languageCode': 'de'}","fast_food_restaurant, italian_restaurant, pizza_restaurant, meal_delivery, food_delivery, food_store, store, restaurant, point_of_interest, food, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799f9cbf81ad3b1:0xe5ec211ad78c855c!9m1!1b1,meal_delivery
ChIJMZaKHtX6mUcR7uFoaPtVSJQ,"{'text': 'Liquid Kelter', 'languageCode': 'de'}","restaurant, bar, point_of_interest, food, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799fad51e8a9631:0x944855fb6868e1ee!9m1!1b1,restaurant
ChIJm7waYdT6mUcRxPFyE982gE0,"{'text': 'Veggi', 'languageCode': 'de'}","restaurant, point_of_interest, food, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799fad4611abc9b:0x4d8036df1372f1c4!9m1!1b1,restaurant
ChIJh1I8Olz7mUcR_2HEc2I1Hdk,"{'text': 'SaiGon 1994 Restaurant', 'languageCode': 'de'}","vietnamese_restaurant, restaurant, point_of_interest, food, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799fb5c3a3c5287:0xd91d356273c461ff!9m1!1b1,vietnamese_restaurant
ChIJbxg5UNT6mUcRY_RPFW_mgjg,"{'text': 'Restaurant Krumme Brücke', 'languageCode': 'de'}","restaurant, point_of_interest, food, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799fad45039186f:0x3882e66f154ff463!9m1!1b1,restaurant
ChIJx9bystX6mUcR8SrlfjLmxGQ,"{'text': 'Gaststätte Storchen', 'languageCode': 'en'}","pub, bar, restaurant, point_of_interest, food, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799fad5b2f2d6c7:0x64c4e6327ee52af1!9m1!1b1,pub
ChIJk3Y4aNT6mUcR2EM9uIhX7jA,"{'text': 'Alte Kunst', 'languageCode': 'de'}","italian_restaurant, meal_takeaway, pizza_restaurant, restaurant, point_of_interest, food, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799fad468387693:0x30ee5788b83d43d8!9m1!1b1,italian_restaurant
ChIJ2Rh88NT6mUcRxz8-sJea3Es,"{'text': 'Griechische Gaststätte BAVARIA', 'languageCode': 'de'}","greek_restaurant, restaurant, point_of_interest, food, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799fad4f07c18d9:0x4bdc9a97b03e3fc7!9m1!1b1,greek_restaurant
ChIJKaszZ9T6mUcR8N35L-N12yE,"{'text': 'Gaststätte X', 'languageCode': 'de'}","meal_takeaway, hamburger_restaurant, american_restaurant, restaurant, point_of_interest, food, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799fad46733ab29:0x21db75e32ff9ddf0!9m1!1b1,meal_takeaway
ChIJvRZrMCv7mUcRVFhflbgx6fU,"{'text': 'China-Thai-Wok', 'languageCode': 'de'}","asian_restaurant, chinese_restaurant, restaurant, point_of_interest, food, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799fb2b306b16bd:0xf5e931b8955f5854!9m1!1b1,asian_restaurant
ChIJR-qD39T6mUcR-BZbH4SLbmk,"{'text': 'Laf Laf', 'languageCode': 'de'}","fast_food_restaurant, restaurant, point_of_interest, food, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799fad4df83ea47:0x696e8b841f5b16f8!9m1!1b1,fast_food_restaurant
ChIJvXdF6ir7mUcRN0DV2i7M_6A,"{'text': 'Kapadokya Döner', 'languageCode': 'de'}","turkish_restaurant, restaurant, point_of_interest, food, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799fb2aea4577bd:0xa0ffcc2edad54037!9m1!1b1,turkish_restaurant
ChIJ9UfZazf7mUcRkr_CR2lfeCs,"{'text': 'Ivan Imbiss', 'languageCode': 'de'}","restaurant, point_of_interest, food, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799fb376bd947f5:0x2b785f6947c2bf92!9m1!1b1,restaurant
ChIJc-huVdT6mUcR81h3AxKXJVw,"{'text': 'Gasthaus Bären', 'languageCode': 'de'}","restaurant, pub, bar, point_of_interest, food, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799fad4556ee873:0x5c259712037758f3!9m1!1b1,restaurant
ChIJAX3cZNT6mUcRZt1F8PcjdsQ,"{'text': 'Cafe Im Hirsch', 'languageCode': 'en'}","cafe, coffee_shop, breakfast_restaurant, cafeteria, food_store, store, restaurant, point_of_interest, food, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799fad464dc7d01:0xc47623f7f045dd66!9m1!1b1,cafe
ChIJZ9kADtP6mUcRF3IM1orJ8aI,"{'text': 'Die Wurstküche', 'languageCode': 'de'}","restaurant, point_of_interest, food, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799fad30e00d967:0xa2f1c98ad60c7217!9m1!1b1,restaurant
ChIJ5bNxBdP6mUcRoihNgmDzZl4,"{'text': 'Esszimmer', 'languageCode': 'de'}","restaurant, meal_takeaway, point_of_interest, food, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799fad30571b3e5:0x5e66f360824d28a2!9m1!1b1,restaurant
ChIJn5ANpsv7mUcRGS2GWvH2-qs,"{'text': '1821 Tübingen', 'languageCode': 'de'}","restaurant, bar, point_of_interest, food, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799fbcba60d909f:0xabfaf6f15a862d19!9m1!1b1,restaurant
ChIJjV18-gf7mUcR8beCFXcUfCg,"{'text': ""Salam's Burger"", 'languageCode': 'de'}","hamburger_restaurant, american_restaurant, restaurant, point_of_interest, food, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799fb07fa7c5d8d:0x287c14771582b7f1!9m1!1b1,hamburger_restaurant
ChIJufklmdT6mUcRhpc9UMwZkZ0,"{'text': 'Da Bruna Ristorante e Pizzeria', 'languageCode': 'de'}","italian_restaurant, cafe, pizza_restaurant, bar, restaurant, point_of_interest, food, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799fad49925f9b9:0x9d9119cc503d9786!9m1!1b1,italian_restaurant
ChIJ8dHXli3lmUcRbSsbGrUNotc,"{'text': 'Saints & Scholars Tübingen', 'languageCode': 'de'}","restaurant, cafe, bar, point_of_interest, food, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799e52d96d7d1f1:0xd7a20db51a1b2b6d!9m1!1b1,restaurant
ChIJg0VvmC3lmUcRIg_4wHp7_as,"{'text': 'Uni-Café-Ristorante Unckel', 'languageCode': 'de'}","restaurant, cafe, italian_restaurant, pizza_restaurant, point_of_interest, food, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799e52d986f4583:0xabfd7b7ac0f80f22!9m1!1b1,restaurant
ChIJraX0HdP6mUcRb9JGr9jEChQ,"{'text': 'Kado-Ya', 'languageCode': 'en'}","sushi_restaurant, meal_takeaway, japanese_restaurant, restaurant, point_of_interest, food, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799fad31df4a5ad:0x140ac4d8af46d26f!9m1!1b1,sushi_restaurant
ChIJ_dVnFhvlmUcRfhmfBNArRdk,"{'text': 'Oggys Grill', 'languageCode': 'de'}","fast_food_restaurant, restaurant, point_of_interest, food, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799e51b1667d5fd:0xd9452bd0049f197e!9m1!1b1,fast_food_restaurant
ChIJYR6MeNP6mUcRX0PfqXYXqks,"{'text': 'Kichererbse', 'languageCode': 'de'}","vegetarian_restaurant, mediterranean_restaurant, fast_food_restaurant, vegan_restaurant, restaurant, point_of_interest, food, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799fad3788c1e61:0x4baa1776a9df435f!9m1!1b1,vegetarian_restaurant
ChIJpTQs8kf7mUcRu0kj6vnrsKY,"{'text': 'Asia-Imbiss Wok-In', 'languageCode': 'de'}","asian_restaurant, restaurant, point_of_interest, food, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799fb47f22c34a5:0xa6b0ebf9ea2349bb!9m1!1b1,asian_restaurant
ChIJQ4bnEdP6mUcR3w2eH4yFf1c,"{'text': 'Salam Imbiss Tübingen', 'languageCode': 'de'}","fast_food_restaurant, vegan_restaurant, vegetarian_restaurant, meal_takeaway, restaurant, point_of_interest, food, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799fad311e78643:0x577f858c1f9e0ddf!9m1!1b1,meal_takeaway
ChIJr9SsptT6mUcR9NExCd4X4cg,"{'text': 'El Pecado', 'languageCode': 'en'}","bar_and_grill, hamburger_restaurant, american_restaurant, bar, restaurant, point_of_interest, food, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799fad4a6acd4af:0xc8e117de0931d1f4!9m1!1b1,bar_and_grill
ChIJ-cNv8NL6mUcRHISbWYKIM3s,"{'text': 'café bar centrale tübingen', 'languageCode': 'de'}","pizza_restaurant, italian_restaurant, meal_delivery, food_delivery, food_store, store, bar, restaurant, point_of_interest, food, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799fad2f06fc3f9:0x7b338882599b841c!9m1!1b1,pizza_restaurant
ChIJkcyzhNP6mUcRtktmko5aqu4,"{'text': 'Collegium', 'languageCode': 'de'}","restaurant, coffee_shop, pub, cafe, food_store, store, bar, point_of_interest, food, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799fad384b3cc91:0xeeaa5a8e92664bb6!9m1!1b1,restaurant
ChIJRzFgy-PlmUcRzLsMfKylwKU,"{'text': 'Veggie Box', 'languageCode': 'de'}","restaurant, point_of_interest, food, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799e5e3cb603147:0xa5c0a5ac7c0cbbcc!9m1!1b1,restaurant
ChIJje5bKfDlmUcRC8fNgelZCOk,"{'text': 'Uni Kebap Tübingen', 'languageCode': 'de'}","fast_food_restaurant, restaurant, point_of_interest, food, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799e5f0295bee8d:0xe90859e981cdc70b!9m1!1b1,fast_food_restaurant
ChIJWx4tXFblmUcRViP-8xsrhKQ,"{'text': 'Bistro Büssinghalle', 'languageCode': 'de'}","restaurant, point_of_interest, food, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799e5565c2d1e5b:0xa4842b1bf3fe2356!9m1!1b1,restaurant
ChIJR0Mm-sDlmUcRxk-E8onH10c,"{'text': 'Ramo‘s Kebap', 'languageCode': 'de'}","turkish_restaurant, restaurant, point_of_interest, food, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799e5c0fa264347:0x47d7c789f2844fc6!9m1!1b1,turkish_restaurant
ChIJzSXehNP6mUcR1zxxeaopBXM,"{'text': ""Hao's Box"", 'languageCode': 'de'}","restaurant, point_of_interest, food, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799fad384de25cd:0x730529aa79713cd7!9m1!1b1,restaurant
ChIJY5aK-HzlmUcRE2DDREeXjFs,"{'text': 'Restaurant Meteora', 'languageCode': 'de'}","restaurant, food, point_of_interest, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799e57cf88a9663:0x5b8c974744c36013!9m1!1b1,restaurant
ChIJNSQcFTLlmUcRMjfy7P5wo4M,"{'text': 'Africa Bar & Restaurant', 'languageCode': 'de'}","african_restaurant, restaurant, food, point_of_interest, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799e532151c2435:0x83a370feecf23732!9m1!1b1,african_restaurant
ChIJOUVdyDHlmUcR3Z4LJET3hjE,"{'text': 'Cafe Lieb Bäckerei, Konditorei', 'languageCode': 'de'}","breakfast_restaurant, cafe, bakery, restaurant, wholesaler, food_store, store, food, point_of_interest, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799e531c85d4539:0x3186f744240b9edd!9m1!1b1,bakery
ChIJFbyBpqzlmUcRsrS4bNxZiQQ,"{'text': 'Nachbarskind', 'languageCode': 'en'}","hamburger_restaurant, event_venue, american_restaurant, bar, restaurant, point_of_interest, food, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799e5aca681bc15:0x48959dc6cb8b4b2!9m1!1b1,hamburger_restaurant
ChIJC-BPdEnlmUcRej3fAMmVk7s,"{'text': 'Restaurant Rose', 'languageCode': 'de'}","greek_restaurant, restaurant, point_of_interest, food, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799e549744fe00b:0xbb9395c900df3d7a!9m1!1b1,greek_restaurant
ChIJ7QTcxknlmUcRG-l-4dpdfps,"{'text': 'Pizzeria Da Giovanni', 'languageCode': 'de'}","pizza_restaurant, restaurant, point_of_interest, food, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799e549c6dc04ed:0x9b7e5ddae17ee91b!9m1!1b1,pizza_restaurant
ChIJM6uNUkjlmUcRMfZcvy5-RZQ,"{'text': 'Ristorante Basilikum', 'languageCode': 'de'}","italian_restaurant, restaurant, point_of_interest, food, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799e548528dab33:0x94457e2ebf5cf631!9m1!1b1,italian_restaurant
ChIJP0jxB6TlmUcRf1HFfU3YNGY,"{'text': 'Kohenoor - Indisches Restaurant', 'languageCode': 'en'}","restaurant, wine_bar, vegan_restaurant, vegetarian_restaurant, liquor_store, seafood_restaurant, indian_restaurant, store, bar, point_of_interest, food, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799e5a407f1483f:0x6634d84d7dc5517f!9m1!1b1,restaurant
ChIJ3aQPnUnlmUcRzkmnkC2_IH4,"{'text': 'Lustnauer Mühle', 'languageCode': 'de'}","italian_restaurant, meal_takeaway, pizza_restaurant, restaurant, point_of_interest, food, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799e5499d0fa4dd:0x7e20bf2d90a749ce!9m1!1b1,italian_restaurant
ChIJoUYu3kzlmUcRvZlFPGwwndg,"{'text': 'Ristorante Riva', 'languageCode': 'de'}","italian_restaurant, mediterranean_restaurant, restaurant, point_of_interest, food, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799e54cde2e46a1:0xd89d306c3c4599bd!9m1!1b1,italian_restaurant
ChIJmb0peSr7mUcRO0zCHnvboT0,"{'text': 'Samphat Thai', 'languageCode': 'de'}","thai_restaurant, asian_restaurant, restaurant, point_of_interest, food, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799fb2a7929bd99:0x3da1db7b1ec24c3b!9m1!1b1,thai_restaurant
ChIJXVULY07lmUcR5Hc68-T4sE8,"{'text': 'Gaststätte Waldhorn', 'languageCode': 'de'}","greek_restaurant, restaurant, point_of_interest, food, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799e54e630b555d:0x4fb0f8e4f33a77e4!9m1!1b1,greek_restaurant
ChIJEUaSPwr7mUcRAfhBvves8XM,"{'text': 'Crêpes Bretonnes', 'languageCode': 'de'}","catering_service, dessert_shop, confectionery, food_delivery, food_store, store, restaurant, point_of_interest, food, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799fb0a3f924611:0x73f1acf7be41f801!9m1!1b1,dessert_shop
ChIJ-5bKf3XlmUcRwRfmsVBct1g,"{'text': 'Bocciabahn Tübingen - Juegos de Bochas', 'languageCode': 'en'}","mexican_restaurant, fast_food_restaurant, restaurant, point_of_interest, food, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799e5757fca96fb:0x58b75c50b1e617c1!9m1!1b1,mexican_restaurant
ChIJhXygP6rlmUcRRwcCYXLOVHg,"{'text': 'Café Ape eXpressi eXotica', 'languageCode': 'de'}","catering_service, food_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799e5aa3fa07c85:0x7854ce7261020747!9m1!1b1,catering_service
ChIJb87QMvvvmUcRYdeqUzszdvw,"{'text': 'Sportheimgaststätte Kusterdingen', 'languageCode': 'de'}","greek_restaurant, restaurant, point_of_interest, food, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799effb32d0ce6f:0xfc76333b53aad761!9m1!1b1,greek_restaurant
ChIJD8cLouHvmUcRxuWsiRy5vaQ,"{'text': 'Stern Kebap', 'languageCode': 'en'}","fast_food_restaurant, restaurant, food, point_of_interest, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799efe1a20bc70f:0xa4bdb91c89ace5c6!9m1!1b1,restaurant
ChIJmeaTGqbkmUcRYlcjcAJ-MPw,"{'text': 'Gaststätte im Abseits', 'languageCode': 'de'}","restaurant, food, point_of_interest, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799e4a61a93e699:0xfc307e0270235762!9m1!1b1,restaurant
ChIJ40zo7rjkmUcRCDvZLgXSLhQ,"{'text': 'Hofgut Rosenau', 'languageCode': 'de'}","restaurant, food, point_of_interest, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799e4b8eee84ce3:0x142ed2052ed93b08!9m1!1b1,restaurant
ChIJ7Xg1psXkmUcRV6_twhzPxrw,"{'text': 'mensa infopoint', 'languageCode': 'en'}","restaurant, point_of_interest, food, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799e4c5a63578ed:0xbcc6cf1cc2edaf57!9m1!1b1,restaurant
ChIJR5q2bpTlmUcR1piHipJGNR0,"{'text': 'Faros - eine Ouzo Philosophie', 'languageCode': 'de'}","greek_restaurant, bar, restaurant, food, point_of_interest, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799e5946eb69a47:0x1d3546928a8798d6!9m1!1b1,greek_restaurant
ChIJu9cZ7YvlmUcRRPS7OxAUI6k,"{'text': 'Spicetripping Foodtruck', 'languageCode': 'de'}","indian_restaurant, restaurant, food, point_of_interest, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799e58bed19d7bb:0xa92314103bbbf444!9m1!1b1,indian_restaurant
ChIJS41IiCblmUcRPdcnWt4Nixg,"{'text': 'Max-Planck-Haus', 'languageCode': 'de'}","restaurant, cafe, food, point_of_interest, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799e52688488d4b:0x188b0dde5a27d73d!9m1!1b1,restaurant
ChIJG0vPRLPlmUcRoKUqhj2hJD0,"{'text': 'Yellow Donkey - Greek Cantine', 'languageCode': 'en'}","fast_food_restaurant, restaurant, food, point_of_interest, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799e5b344cf4b1b:0x3d24a13d862aa5a0!9m1!1b1,fast_food_restaurant
ChIJXfSTCkjlmUcRcqn42kwRveI,"{'text': 'Roma Pizza Service', 'languageCode': 'en'}","thai_restaurant, meal_delivery, pizza_restaurant, indian_restaurant, food_delivery, meal_takeaway, mexican_restaurant, restaurant, food, point_of_interest, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799e5480a93f45d:0xe2bd114cdaf8a972!9m1!1b1,meal_delivery
ChIJ1af7iUjlmUcR8WaWMmlD4oY,"{'text': 'Café/Bistro Backstein', 'languageCode': 'de'}","breakfast_restaurant, meal_takeaway, restaurant, food, point_of_interest, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799e54889fba7d5:0x86e24369329666f1!9m1!1b1,restaurant
ChIJ6aEkk_7lmUcRCLa65OvMH-M,"{'text': 'Liki Burger', 'languageCode': 'de'}","hamburger_restaurant, food_delivery, fast_food_restaurant, meal_takeaway, american_restaurant, restaurant, food, point_of_interest, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799e5fe9324a1e9:0xe31fccebe4bab608!9m1!1b1,hamburger_restaurant
ChIJX1SOPxnlmUcRTx2RPioMClc,"{'text': 'Lustnauer Imbiss', 'languageCode': 'de'}","restaurant, fast_food_restaurant, food, point_of_interest, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799e5193f8e545f:0x570a0c2a3e911d4f!9m1!1b1,restaurant
ChIJ_VpZalvlmUcRoBsbqcaz3S4,"{'text': 'Bella Vista', 'languageCode': 'de'}","italian_restaurant, restaurant, food, point_of_interest, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799e55b6a595afd:0x2eddb3c6a91b1ba0!9m1!1b1,italian_restaurant
ChIJrUyJiKPkmUcRHFmBOZZcK7E,"{'text': 'Gaststätte Grüner Baum', 'languageCode': 'de'}","restaurant, point_of_interest, food, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799e4a388894cad:0xb12b5c963981591c!9m1!1b1,restaurant
ChIJJz8pQ-DkmUcRrJp3p-gAar4,"{'text': 'Landgasthaus Waldhäuser Hof', 'languageCode': 'de'}","garden, bar, restaurant, park, cafe, food, point_of_interest, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799e4e043293f27:0xbe6a00e8a7779aac!9m1!1b1,restaurant
ChIJz5Y6At3kmUcR2tnooD8-CDs,"{'text': 'Bella Roma + Lieferservice', 'languageCode': 'de'}","italian_restaurant, food_delivery, pizza_restaurant, restaurant, food, point_of_interest, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799e4dd023a96cf:0x3b083e3fa0e8d9da!9m1!1b1,italian_restaurant
ChIJ7T7QTNzkmUcR9Ztys8-kztw,"{'text': 'CAFÉ KUNSTHALLE TÜBINGEN', 'languageCode': 'de'}","cafe, coffee_shop, restaurant, food_store, food, point_of_interest, store, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799e4dc4cd03eed:0xdccea4cfb3729bf5!9m1!1b1,cafe
ChIJH48DT9zkmUcRKhveGoFGiyc,"{'text': 'Morra Imbiss', 'languageCode': 'en'}","fast_food_restaurant, meal_takeaway, restaurant, food, point_of_interest, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799e4dc4f038f1f:0x278b46811ade1b2a!9m1!1b1,meal_takeaway
ChIJbdl5MlblmUcRah5QRIPAcOE,"{'text': 'City Treff libanesischer Imbiss -Café - Bar', 'languageCode': 'de'}","meal_takeaway, restaurant, food, point_of_interest, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799e5563279d96d:0xe170c08344501e6a!9m1!1b1,meal_takeaway
ChIJcUF03eHkmUcRCZQIbEG1YXw,"{'text': 'Restaurant Reithaus', 'languageCode': 'en'}","italian_restaurant, pizza_restaurant, restaurant, food, point_of_interest, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799e4e1dd744171:0x7c61b5416c089409!9m1!1b1,italian_restaurant
ChIJtTclK-DkmUcRPwa7adA9-xs,"{'text': 'Sumalee Thai Imbiss', 'languageCode': 'de'}","thai_restaurant, meal_takeaway, restaurant, food, point_of_interest, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799e4e02b2537b5:0x1bfb3dd069bb063f!9m1!1b1,restaurant
ChIJq0RPM-RmCUERF0gX2wQVdg4,"{'text': 'Waldgaststätte Goldersbachklause', 'languageCode': 'de'}","restaurant, hiking_area, park, sports_activity_location, food, point_of_interest, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x410966e4334f44ab:0xe761504db174817!9m1!1b1,restaurant
ChIJy30wJWLlmUcRGJ40nGv8D-0,"{'text': 'Zum Albblick - Pfrondorf', 'languageCode': 'en'}","restaurant, food, point_of_interest, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799e56225307dcb:0xed0ffc6b9c349e18!9m1!1b1,restaurant
ChIJwecUc47vmUcRBM6a6MMKtiU,"{'text': 'RAOUL RISTORANTE PIZZERIA', 'languageCode': 'en'}","restaurant, point_of_interest, food, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799ef8e7314e7c1:0x25b60ac3e89ace04!9m1!1b1,restaurant
ChIJm1H70o3vmUcR0WZwseUvxp0,"{'text': 'Wanderheim Rauhalde', 'languageCode': 'en'}","restaurant, point_of_interest, food, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799ef8dd2fb519b:0x9dc62fe5b17066d1!9m1!1b1,restaurant
ChIJA_FmRxnjmUcRHn4gWdhC3LM,"{'text': 'Entringen Regenbogen Imbiss', 'languageCode': 'de'}","meal_takeaway, restaurant, food, point_of_interest, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799e3194766f103:0xb3dc42d859207e1e!9m1!1b1,meal_takeaway
ChIJw5-ZOBnjmUcRPyT8yovYOpc,"{'text': 'Restaurant & Ferienwohnung Ägäis', 'languageCode': 'de'}","greek_restaurant, lodging, restaurant, food, point_of_interest, establishment",https://www.google.com/maps/place//data=!4m4!3m3!1s0x4799e31938999fc3:0x973ad88bcafc243f!9m1!1b1,greek_restaurant
