restaurant_id,curbside_pickup,delivery,dine_in,live_music,outdoor_seating,reservable,restroom,serves_beer,serves_breakfast,serves_brunch,serves_cocktails,serves_coffee,serves_dessert,serves_dinner,serves_lunch,serves_vegetarian_food,serves_wine,takeout,allows_dogs,good_for_children,good_for_groups,good_for_watching_sports,menu_for_children,free_parking_lot,paid_parking_lot,free_street_parking,paid_street_parking,free_garage_parking,paid_garage_parking,valet_parking,accepts_debit_cards,accepts_credit_cards,accepts_cash_only,accepts_nfc,wheelchair_accessible_restroom,wheelchair_accessible_entrance,wheelchair_accessible_parking,wheelchair_accessible_seating
ChIJoSIdj0gbkUcRlmnFdwTp4oY,,False,True,False,True,True,True,True,,,,True,True,True,True,,True,True,,True,True,,True,True,,True,,,,,,True,False,,,True,True,True
ChIJ7ziXFn8bkUcRWjNFogtf7Ts,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJ_UkYdk0bkUcRSr8vSVMqfJo,,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,,,True,True,,,,True,True,False,True,True,True,,True
ChIJYZVuUiAbkUcRWsS_j-knR50,True,True,True,False,True,True,,False,True,,False,True,True,True,True,True,False,True,True,True,True,False,True,True,,,,,,,True,True,False,True,,True,True,True
ChIJxX-4XlUbkUcRXyGXLvoBfns,False,True,True,False,,,False,,,,,,,True,,,,True,False,False,,,,,,,,,,,,,,,,,,
ChIJDXmweSEbkUcRZcAWWUXnjdU,,False,True,False,,,True,True,,False,,True,,True,True,,,True,,True,True,,,,,,,,,,,,,,,,,True
ChIJ482wO4wbkUcRiHdDkg-8n7U,,False,True,False,,,,,,,,True,True,,,True,,True,,True,True,False,,,,,,,,,,,,,,,,
ChIJ5WZKWrkckUcRpnBDKmSYntI,,False,True,False,,,,,,,,True,,True,True,,,True,,True,,False,,,,,,,,,,,,,,,,
ChIJi7gY600bkUcR1OipuPCgOhc,True,,True,False,True,,True,False,,False,False,True,True,,True,True,False,True,,,,False,False,,,,,,,,,,,,,True,,True
ChIJfbD1mFIbkUcRsUpHakKWljA,,False,True,False,,False,False,,,False,,,False,True,True,,,True,,True,,False,,,,,,,,,,,True,,,True,True,True
ChIJ_dnBA6cbkUcR6WKMctNldvI,,False,True,False,,False,True,False,True,,False,True,True,True,True,,False,True,,True,True,False,,,,,,,,,,True,False,,True,True,,True
ChIJS3f02U0bkUcRPH2wzFlfjbU,,False,True,False,True,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,True,,True,True,,,,True,True,False,True,True,True,True,True
ChIJmTuLhwIJkUcR_8ylhHS3QV4,,False,True,,,,True,,True,,,True,,,,,,True,,,,,,,,True,,,,,True,True,False,True,True,True,True,True
ChIJAfrwklcbkUcRHcva75hjXhs,,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,False,False,False,False,True,True,False,True,,False,True,True
ChIJKZ-U0esbkUcRA1KEnIIiplw,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJK1oIW78dkUcR-DJN4MIvyp4,,,True,False,True,True,True,True,,False,,True,True,True,True,,True,True,True,True,True,,True,True,,,,,,,True,,False,True,,True,True,True
ChIJveeUxrockUcRTIOiVVKEPp4,,False,True,False,True,True,True,True,,,True,True,True,True,True,True,True,True,True,True,True,False,,True,,True,,,,,True,True,False,True,,True,True,True
ChIJTer8jsQckUcRgHGufHp08JU,,False,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,,True,True,True,False,True,True,,True,,,,,True,True,False,True,,True,True,True
ChIJg9or9t8dkUcRnVIW8GU6Oa0,,,True,False,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,False,True,True,,,,,,,True,True,False,True,True,True,True,True
ChIJSen92SUdkUcRu25q3u947a8,,True,True,False,True,,True,True,False,False,False,True,True,True,True,,,True,,True,True,False,False,,,,,,,,True,,False,True,False,False,False,False
ChIJJ89OnNMdkUcRbPTcf5QVJlQ,False,True,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,True,True,False,,,,,
ChIJv38SxSUdkUcRy_zKf0AJBds,,,True,False,True,True,True,True,False,False,True,True,True,True,True,,True,True,True,True,True,False,,True,True,True,,,,,True,True,False,True,,False,,
ChIJfSv9uCYdkUcRkV35wKsiLvU,True,True,True,False,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,False,,,,,,,,,,,False,,,,,True
ChIJI9h_QSYdkUcR1aZnFv5Mqyo,False,False,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,,True,True,True,True,True,,True,,,,,True,,False,True,,False,,False
ChIJVxenissdkUcR11hYxelPvvA,,False,True,False,False,,,,,False,,,True,True,True,True,,True,,,,False,,,,,,,,,True,,False,,,True,True,
ChIJl3v6rokdkUcR5ijxlB9lvI0,False,False,True,False,True,True,True,True,,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,,,,False,,True,True,False,True,True,True,True,True
ChIJsVUztrURkUcRropL9hae4Fc,True,True,True,False,True,False,True,True,,False,False,True,,True,True,True,True,True,,True,True,,True,True,,True,,,,,True,,False,True,,True,,True
ChIJIYkvy8kakUcROSBZNOITBZg,,,True,False,True,True,True,True,True,True,True,True,True,True,True,,True,,,True,True,False,True,,,True,,,,,,True,False,,True,True,True,True
ChIJIYkvy8kakUcRgsgI5sB7tvE,False,False,True,,True,True,True,True,True,,True,True,True,True,True,True,True,False,,True,True,False,True,,,,,,,,,True,False,,True,True,True,True
ChIJIYkvy8kakUcRr-r_d6ChD9c,,,True,,True,True,True,True,,False,True,True,,True,True,True,True,,,True,True,,,,,,,,,,,,,,,,,True
ChIJYbmX-qEbkUcRWmIls2tFayo,,True,True,False,True,True,True,True,,,,True,True,True,True,,True,True,True,True,True,,,True,,True,,,,,True,,False,True,,,,
ChIJ4zlnOdkakUcRMqHPjwj8otU,,False,True,False,True,True,True,True,,,,True,True,True,True,True,True,True,,,True,False,False,,,,,,,,True,True,False,True,True,True,True,True
ChIJ6-ARFe8bkUcRC4uxsggn7Ys,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,True,,True,True,
ChIJJQKTE9oakUcRzmzgM8xQtHI,True,False,True,False,True,True,True,True,False,False,False,True,True,True,True,True,True,True,,,True,False,False,,,True,,,,,True,True,False,True,,True,,True
ChIJ46hoB9oakUcRRby8wTnjGk8,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,,True,True,False,,True,,True,,,,,,True,False,,,True,,True
ChIJ7TTxGgAbkUcRB-bUca-ASAk,,,True,False,,,,,,,,,,,True,,,True,,True,True,,,,,,,,,,,,,,,,,
ChIJS2fgH9wakUcRiC7SMUfkVW4,False,False,True,,True,,True,,,,,,False,,True,,,True,,True,True,,False,,,,,,,,True,,False,True,,True,,
ChIJWe6eNB4bkUcRLavVNl7Q3u8,False,True,True,False,True,,,,,,,,,True,True,,,True,True,True,True,,,True,,True,,,,,,,,,,,,
ChIJJ5JuaMsbkUcRyhRNJOxVEuY,True,True,True,False,True,True,True,True,,,,True,True,True,True,,True,True,,True,True,False,,True,,True,,,,,,,False,,,True,,True
ChIJpdNjzCQbkUcRfSUZZQB-hpA,True,True,True,False,True,,,,,,,True,,True,True,,,True,,True,,False,,True,,,,,,,True,,False,True,,True,,
ChIJlzKuagsbkUcRbpfx9Iu6NIY,,True,True,False,False,False,False,True,,False,False,False,True,True,True,True,True,True,,,,False,False,True,,True,,,,,True,True,False,True,,,,
ChIJm_dIZSYbkUcRl0PSHCZVnJk,,,True,False,,,,,,,,,,True,True,,,True,,True,,,,,,,,,,,,,,,,,,
ChIJXZkO-G4bkUcR8pgKreSrupk,,,,False,,,,,,,,,,True,,,,True,,,,False,,,,,,,,,,,False,,,True,,
ChIJw7ZvHicbkUcR08BOCUo9A0c,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True,True,True,True,True
ChIJ-RGoeyYbkUcReZy2g0HQ5w0,,False,True,,True,,True,True,,,,True,False,,True,,,True,,True,True,,,True,,,,,,,True,,False,True,,True,True,
ChIJMQa0sQwbkUcRvcFkteyOESQ,True,False,True,,,,,,,,,,,,,,,True,,True,,,,,,,,,,,,,,,,,,
ChIJS0mrQyYbkUcR5734t1QINrQ,,,True,False,False,False,,,,False,False,True,,True,True,,,True,,True,,False,False,True,,,,,,,,,,,,True,True,True
ChIJ1ZOt8AcbkUcRMsIB_dWXI4U,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,True,,True,True,
ChIJ11UCJ3UbkUcRQwPLi7xOUYk,False,False,True,False,True,,,False,,,False,False,,True,True,True,False,True,,True,,False,False,True,,,,True,False,False,True,True,False,True,False,False,True,False
ChIJMaLcE14bkUcRZ91DP-apfL8,True,True,True,False,False,True,True,False,True,True,False,True,True,True,True,True,False,True,,True,True,,True,True,,True,,,,,,,,,,False,,False
ChIJAcMW-jobkUcRXcQgn4P0qLg,,,True,False,True,,,,,False,,,,True,True,,,True,,True,,,,,,,,,,,,,True,,,,,
ChIJfe7W_zwbkUcR62sXB27yyu4,,True,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
ChIJTfaPiCUbkUcRQGC8S2mnUHM,,False,True,False,True,True,True,True,False,False,False,True,True,True,True,False,True,True,True,True,True,False,True,True,,True,,,,,,,True,,True,True,True,True
ChIJdyscdC0bkUcRAlbQsX-4Wus,False,True,,False,,,,,,,,,,True,,,,True,,,,,,,,,,,,,True,True,False,True,,,,
ChIJibZCibMbkUcRFos2eBFFwOw,True,True,True,,True,,,,,,,,,True,True,,,True,,True,,,,,,,,,,,True,,False,True,,,,
ChIJDan5iWEbkUcR6pkje1Kly6s,True,True,True,,,,,False,,,,False,True,True,True,False,False,True,,,True,,,True,,True,,True,,,,,True,,False,True,True,False
ChIJ4YbDj_kbkUcR9FGSvHX0xgw,,False,True,,,,,,,,,,,,,,,True,,,,,,,,,,,,,True,,False,True,,,,
ChIJcSWMtzobkUcRnDz7yip6PV8,,False,True,False,True,True,True,,,False,,True,True,True,True,False,,True,,True,True,False,,,,,,,,,,,True,,,True,,True
ChIJx384wj8bkUcR_UrYpv61Nes,,,True,False,True,False,True,False,,False,False,True,,True,True,,False,True,,True,True,False,False,True,,True,,,,,,,,,,True,,True
ChIJiWfpGgAbkUcRxybTt2fuPE4,False,False,True,,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
ChIJ08VXnj8bkUcRs6I6JjKq6cM,,True,True,False,True,False,True,True,False,False,False,,True,True,True,,False,True,,,,False,False,,,,,,,,True,,False,True,False,False,False,False
ChIJxYqRy08bkUcRS9IiIxy6iBQ,True,False,True,False,,,True,True,,False,False,True,,True,True,True,False,True,,True,True,,,True,,True,,,,,,,True,,False,,False,
ChIJARygoUAbkUcR1B4WOqQlT90,False,True,True,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
ChIJoWjxAT8bkUcRfnfl7r-5dfg,,False,True,,,,True,,True,,,True,,,,,,True,,,,,,,,,,,,,True,True,False,True,True,True,True,True
ChIJfT__mX8bkUcRsbx99kqK1EU,,,True,False,,,True,,,,,True,,,,,,,,True,True,,,,,,,,,,,,,,,,,
ChIJ17iqQkYbkUcR7kMZk8Cpk-U,,False,True,,True,,True,True,True,,,True,True,True,True,True,True,True,True,True,,,True,True,,True,,,,,True,True,False,True,,True,True,True
ChIJhTc6XgEbkUcRfqLygFSPuAc,True,True,True,False,True,,True,,,False,,True,,True,True,True,,True,,True,,,,True,,,,,,,True,,False,True,False,,,
ChIJlaqcqz8bkUcR5pjyldN2Fnk,,False,True,False,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,False,True,True,,True,,,,,False,,True,False,False,True,True,True
ChIJnetOTEYbkUcRGKx47IowErk,False,True,True,,True,,True,False,True,,,True,True,True,True,True,False,True,,True,True,,True,True,,True,,,,,True,False,False,True,False,False,False,False
ChIJo6PODwAbkUcRXupkV8mgb4c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJvRg5Y6cckUcRJyRuvPYnlqA,True,False,True,False,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,False,,True,,True,True,,,,True,True,False,True,,True,,True
ChIJN7FGf18bkUcR8wIEoX8SZnc,,True,True,False,True,True,True,True,False,False,False,True,True,True,True,True,,True,,True,True,False,False,True,True,,,,,,,,,,,False,,
ChIJKTQeKOwbkUcRRobFzyMoshQ,True,True,True,False,,,True,,False,False,,True,,True,True,True,,True,,True,,False,True,True,,,,,,,,,True,,,,,
ChIJNcQKB-0bkUcR6nA45GQ0Pts,False,False,True,False,True,True,True,True,False,False,True,True,True,True,True,,,True,True,True,True,False,True,True,,True,,,,,,,True,,True,True,True,True
ChIJNd_6IWwbkUcRyOTrXjCkb3s,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,,True,True,,,,True,True,False,True,,False,,
ChIJY1d5JQYbkUcRuAuluJKgp-A,,True,True,,True,True,True,True,,,True,True,True,,True,,True,True,True,,True,,,,,,,,,,True,,False,True,,True,,
ChIJ51uXKlkbkUcR3-MGmk5_YeM,True,True,True,,,,,,,,,,,,,,,True,,,,,,,,,,,,,True,,,True,,,,
ChIJpcI9oSodkUcR2QMbzjrQw6o,True,False,True,False,True,False,True,True,False,False,False,True,True,True,True,True,,True,,,True,False,False,False,True,,True,,,,True,True,False,True,,,False,True
ChIJnzs1Fp8ckUcR7MZUgJDt48A,False,True,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,,,,,,,,True,True,False,True,False,False,False,False
ChIJS-j4Rp8ckUcRr-1cIYw79CA,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,,True,,,,True,,True,True,False,True,,True,False,True
ChIJ2Z-w-qEckUcREg_wqogW9eM,,,True,False,False,True,True,True,,False,,True,True,True,True,True,True,True,,True,True,False,True,,,,,,,,True,True,False,,,False,False,
ChIJ-eON9ncdkUcR3r2Q3OvoAfg,,True,True,False,True,True,True,True,False,,True,True,True,True,True,True,True,True,,True,True,False,,,True,,,,True,,True,True,False,True,,,,
ChIJ-YPpK4sdkUcRV_lA15ljBQg,False,False,True,False,True,True,True,True,False,False,False,,True,True,True,True,True,True,,,True,False,False,,,,,,,,,,True,,False,,False,
ChIJy-3kxKAdkUcRN0UBP2truh4,,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,False,True,False,True,,True,,True,,True,True,False,True,,True,,True
ChIJD9T_LGodkUcR1u6GxaveOA4,True,True,True,False,True,,True,False,,,,True,,True,True,True,,True,,True,True,False,False,,,,,,,,,,False,,,,,
ChIJxzaaqaYckUcRvcBscOpNEDs,False,False,True,False,True,True,True,True,True,,True,True,True,True,True,False,True,True,True,True,True,True,True,True,,,,,,,True,True,False,True,True,,True,True
ChIJ5a_HAnkdkUcRb6Kk_Yd0ZHA,,False,True,False,True,True,True,True,,,True,True,True,True,True,True,True,True,True,True,True,False,True,,,,True,,True,,True,True,False,True,False,,False,True
ChIJD0Mq8-gdkUcRje2jeugsEv0,,,True,False,True,True,True,True,,False,,True,True,True,True,True,True,True,,True,True,False,False,,,,,,True,,True,,False,True,,,,
ChIJ__-jO58ckUcR6EC_nH1oDOs,,True,True,False,True,False,True,True,,False,,True,True,True,True,True,,True,,True,True,False,False,,,,,,,,True,,False,True,,,False,
ChIJ3RCSi6EckUcR_EwmmswGReg,,,True,False,False,False,True,False,,False,,True,,True,True,,False,True,,True,True,False,False,,,,,,,,True,,False,True,,,,False
ChIJ09JGXKEckUcRghkBztIflCQ,,,True,False,,,True,,,,,True,True,True,True,True,,True,,True,,False,,,,,,,,,,,True,,,,,
ChIJyyZzV5gckUcRz4x2ixMzoGA,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,True,True,,True,True,True,False,True,,,,,,,,True,True,False,True,False,False,False,False
ChIJjy_Mc5cckUcRXa463fxaW_s,,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,False,True,,,,,,,,True,True,False,True,,True,,True
ChIJ4VRPSZgckUcRJ7TE8K7XyPA,True,False,True,False,True,True,True,True,,,True,True,True,True,True,,True,True,True,True,True,False,,,True,,,,,,True,True,False,True,,,,True
ChIJ13ax_5gckUcRas6uRSqTAyQ,,False,True,False,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,,True,False,True,False,False,,False,,,,True,True,False,True,,True,False,True
ChIJpc3CUJgckUcR6qO9Ojnm0Rg,,False,True,False,True,True,True,True,True,,,True,True,True,True,False,True,,True,True,True,False,True,,,,,,,,True,True,False,True,,,False,True
ChIJNd8X5JcckUcRqbOYdjCpnWk,,False,True,True,True,,True,True,False,False,False,True,False,True,False,False,True,,True,True,True,False,False,,,,,,,,,,True,,,True,True,True
ChIJWaD8NQAdkUcRXbm5ntDtQnk,True,True,True,,,,,,,,,True,True,,,,,True,,,,,,,,,,,,,True,True,False,False,,,,
ChIJp_0_S5gckUcR2B51C3rB1_Q,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,True,,,,,,
ChIJidcSumAdkUcRDghhMdkAlo0,True,True,True,False,True,,True,,False,False,,,,True,,,,True,,True,True,False,True,False,True,True,,,True,,True,True,False,True,,,,
ChIJMzjBir8ckUcRMkYwI1cgYRc,,False,True,False,False,False,True,True,,False,False,True,,True,True,,False,True,,True,True,,,,,,,,,,True,,False,True,,True,,True
ChIJuW9cOjcdkUcRBwdbGGjr_PE,,True,True,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
ChIJqzglFMAckUcRuhraGriwvnM,,,True,False,True,False,True,True,False,False,,True,True,True,True,True,True,True,,True,True,,False,,,,,,,,True,True,False,True,,,,True
ChIJJ6ayusEckUcRB5wEm46pKb4,True,True,True,False,True,True,True,,,False,,True,,True,True,True,,True,True,True,True,,,True,True,,,,,,True,,False,True,,True,True,True
ChIJA1FB0-sckUcRRZbGwutIrUo,,False,True,False,True,True,True,True,,False,,True,True,True,True,True,True,True,True,True,True,False,True,True,,True,,,,,True,True,False,False,True,True,True,True
ChIJA2Mv9sIckUcR-lPm5uAgaD8,,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,,,,,,,,True,True,False,True,True,True,True,True
ChIJr-4MFN0ckUcRPlMIawvlzCE,,False,True,False,,,,,,True,,True,True,True,True,True,,True,,True,,False,,,,,,,,,,,False,,,,,
ChIJjdl7C-AckUcRcZT-ejb09m8,,False,True,False,True,True,True,True,,False,,True,True,True,True,False,True,True,True,True,True,True,True,True,,True,,,,,True,True,False,True,,True,True,True
ChIJQyrTOhQdkUcRmsf5TF44dgw,True,False,True,False,,,,,,,,,,True,True,,,True,,,True,,,,,,,,,,True,True,False,True,,,,
ChIJj-NWveQdkUcRuQTwQ8rNDGk,True,True,True,False,True,True,True,True,,,True,True,True,True,True,True,True,True,,True,True,,True,True,,True,,,,,,True,False,,,True,,True
ChIJu3GyOkgdkUcR8vY0b1I7qkw,True,False,True,False,True,True,True,True,,,,True,True,True,True,True,True,True,,True,True,,,,,,,,,,False,,True,,True,,True,True
ChIJp1bxWd4ckUcRA_mPVAp3cSc,,False,True,False,True,True,True,True,False,False,,True,True,True,True,,True,True,,True,True,False,True,True,,,,,,,True,True,False,True,,True,True,True
ChIJ8f999dAdkUcRVQ3x1sXGpsQ,True,True,True,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
ChIJwV8lBSEdkUcRE2Gj5VGbtzU,,False,True,False,True,True,True,True,True,,True,True,True,False,True,True,True,True,True,True,,False,True,,True,True,True,,,,True,,False,True,,True,True,True
ChIJQZE9z_33CEER0KBoNTmDciM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,,,,True,
ChIJ47dOQvgdkUcRPz-ygTQHg7E,False,False,True,False,True,True,True,True,,False,True,True,True,True,True,True,True,True,,True,True,False,True,True,,True,,,,,True,True,False,True,True,True,True,True
ChIJd5fqQHERkUcRYU5S2RnsF-E,,,True,False,True,True,True,True,,,,True,True,True,True,,True,True,,True,True,,True,True,,True,,,,,True,,False,True,True,True,True,True
ChIJH3TmWz8QkUcRhdy3K8eCDTk,True,True,True,False,True,False,,False,,False,False,,False,True,True,False,False,True,,True,True,False,False,,,True,,,,,,,,,,True,,True
ChIJcSK3WFIRkUcRfHcZeoaLs0Q,,False,True,False,True,True,True,True,,,,True,True,True,True,True,True,True,True,True,True,False,True,,,,,,,,,True,False,,,True,,True
ChIJQXu8W0cQkUcR2jCjVv-qZqk,False,False,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,,True,True,True,False,False,True,,True,,,,,True,True,False,True,,True,True,True
ChIJnyn48DgQkUcRleUEvvtxdMU,,False,True,False,True,True,True,True,,False,True,True,True,True,True,True,True,True,,True,True,False,True,True,,True,,,,,True,True,False,True,False,False,True,True
ChIJMxlYckcQkUcRIfdhSGJyUaI,,,True,,,False,False,False,False,,,False,,False,True,False,False,,,True,,,,,,,,,,,,True,,,,False,,
ChIJa_adQqsRkUcRblX30hATVco,False,False,True,False,True,True,True,True,,False,True,True,True,True,True,True,,True,,True,True,True,True,True,,True,,,,,True,True,False,True,True,True,True,True
ChIJK_BdRjMbkUcRxHR0OHQbVho,,False,True,False,,,,,,,,True,,True,True,,,True,,True,True,,,,,,,,,,,,,,,,,
ChIJSTNOYjEbkUcRqfZvJkJnr80,True,True,True,False,True,True,True,,,False,,True,True,True,True,,,True,,True,True,,,True,,True,,,,,True,,False,True,,True,,True
ChIJ__9PD-QakUcRglnsyddaizQ,,False,True,False,,,,,,,,True,True,,,,,True,,True,,False,,,,,,,,,,,,,,,,
ChIJo-0UoeEakUcRYjEgqqR34X4,,False,True,False,True,True,True,False,False,False,False,True,,True,True,True,False,True,,True,True,False,False,True,,,,,,,True,,False,True,True,True,,True
ChIJlxSTt-EakUcRGPZUBAryvYg,,False,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,,True,True,,True,,,True,,,,,,,,,,True,True,True
ChIJg1H2COEakUcRX8FSKV8yjXI,False,False,True,False,True,True,True,True,True,False,True,True,True,,True,True,True,True,True,True,True,False,,,,,,,,,True,,False,True,True,True,True,True
ChIJRVYA8jUbkUcREGYmLXJ0vKg,True,False,True,False,True,True,True,True,,,True,True,True,True,True,True,True,True,,True,True,,,True,,True,,,,,True,True,False,True,True,True,,True
ChIJCcJl1eEakUcR7dndVkdjIO8,,,True,False,True,,True,True,False,False,,,,True,True,True,,True,,True,True,,,,,,,,,,True,,False,True,,True,True,True
ChIJPZFabAT4CEERuehtmkD8vwc,True,False,True,False,True,True,True,True,False,False,False,True,True,True,True,,True,True,True,True,True,False,True,True,,True,,,,,True,True,False,,,True,True,True
ChIJtf_Rl-EakUcR8znbEy0cB-4,,,True,False,True,True,True,True,False,False,False,True,True,True,True,True,True,True,,True,True,False,True,,,,,,,,,,,,,False,,
ChIJmTIFhccbkUcRAs6eQEWTFbM,False,False,True,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
ChIJvzMp3L8bkUcRAsMm8K0o1Ng,,True,True,False,True,True,True,True,,,,True,True,True,True,,True,True,,True,,,,True,,True,,,,,,,False,,,,,
ChIJxUCMLwYbkUcRcF4uYbSt-uY,,False,True,False,,,,,,False,,,,True,True,,,True,,True,,False,,,,,,,,,,,,,,,,
ChIJDw3_pO0bkUcRRrENB6aAnKs,,,True,,True,,,,,,,True,,True,True,,,True,,True,True,,,,,,,,,,,,,,,True,,
ChIJ20TQtGobkUcRXuSG2H1ZYJI,True,False,True,False,True,True,True,True,,False,,True,True,True,True,True,True,True,,True,True,False,True,True,,True,,,,,True,True,False,True,,True,,True
ChIJx3zTVhIbkUcRYvBcIJnvxbc,,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,,True,,,,,True,True,False,True,,True,True,True
ChIJOU64N2EbkUcRpGFHmdibcTU,,True,True,False,True,True,True,True,,False,True,True,True,True,True,True,True,True,True,True,True,,False,True,True,,,,,,,True,False,,,True,True,True
ChIJRbXFo3sbkUcRmLFpopCOwSE,,True,True,False,,True,True,,,,,True,True,True,True,True,,True,,True,,False,,,,,,,,,,,,,,True,,
ChIJty9xe2YbkUcRGc2fNUGhmHw,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,,True,,,,,True,True,False,True,,,True,True
ChIJ3URpGGAbkUcRTIzkRvnLUV0,,True,True,False,,,,,,False,,,,True,True,,,True,,True,True,,,,,,,,,,True,,False,True,,,,
ChIJyQdx8PIbkUcRg1JdUsle6JM,True,True,True,False,,,True,,,False,,,True,True,True,True,,True,,True,,False,False,,,,,,,,True,,False,False,,,False,
ChIJu5q09fAbkUcRNvE4S49MAVM,,,True,False,,,True,False,,,False,True,,True,True,,False,True,,True,True,,,,,,,,,,,,,,,,,
ChIJr-uWW2EbkUcR3IUAK4opTPY,,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,,True,,,,True,True,False,True,True,True,True,True
ChIJfSzZ5GMbkUcRJfwxm21oi3o,,False,True,False,True,,True,,True,True,,True,True,False,True,True,,True,True,True,,False,False,,,,,,,,True,,False,True,,False,,
ChIJwbuZRd8bkUcRyF92W3ba3eY,,True,True,False,False,True,True,False,,False,False,True,True,True,True,True,False,True,,True,True,False,,True,,,,,,,True,,False,True,,,,
ChIJMdRqgekckUcRGWl3AxH5lxM,False,True,True,,False,,True,False,True,,,True,True,True,True,True,False,True,,True,True,,True,,,,,,,,True,False,False,True,False,False,False,False
ChIJHa7lfWYbkUcRuMuSwrKzrcg,,True,True,False,True,False,True,True,True,False,,True,True,True,True,True,False,True,,True,True,False,False,,,True,,,,,True,,False,True,False,False,False,False
ChIJ2e-182MbkUcRYjQ3Bh89wlE,,True,True,False,True,True,True,True,False,False,True,True,True,True,True,,,True,,True,True,,False,,,True,True,,,,True,,False,True,,False,False,False
ChIJzdgK4wIbkUcROgRRMhpnBKQ,False,False,,False,,False,,False,,,,True,,True,True,True,,True,,True,,,False,,,,,,,,True,,False,True,False,True,True,True
ChIJNyQeqEMbkUcRc2ZpzaK9MLI,,False,True,False,,,,,,False,,,True,True,True,True,,True,,,,False,,,,,,,,,True,,False,,,True,True,
ChIJTUUEh2QbkUcR1aOMxAkUV8A,False,,True,False,False,True,True,True,False,False,False,True,True,True,True,True,,True,,True,True,False,False,True,True,,True,,,,True,True,False,True,,False,False,False
ChIJqwpghWMbkUcR2MT5MsXBG2w,,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,,,,,,,,True,True,False,True,,True,,True
ChIJa6TlLzUbkUcRqyrvp3JaevI,True,True,True,False,,,,True,,,,,,True,True,True,,True,,,,,,,,,,,,,True,True,False,True,,,,
ChIJN3tbFHYbkUcR315XB0G0Jco,True,False,True,False,,,True,,,,,,,True,True,,,True,True,True,True,False,,False,False,True,False,False,False,False,False,False,True,False,,,,
ChIJzTWlN2QbkUcRfVRC8dQ7WlU,,True,True,False,True,True,True,True,True,False,True,True,True,True,True,False,True,,True,False,True,False,False,,,,True,,,,True,True,False,True,False,False,False,
ChIJQ9Vi1wsbkUcRKwuEiX97Ol4,True,True,True,False,True,True,True,True,,False,True,True,True,True,True,True,True,True,,True,,False,False,True,,,True,,False,,True,,False,True,True,True,True,True
ChIJQZNgvZEdkUcRl2lzyLpUdJw,True,,True,False,True,True,True,True,,False,False,True,True,True,True,True,True,True,True,True,True,False,False,,,,,,True,,True,True,False,True,False,True,True,True
