id,name,curbsidePickup,delivery,dineIn,evChargeOptions,fuelOptions,liveMusic,parkingOptions,paymentOptions,outdoorSeating,reservable,restroom,servesBeer,servesBreakfast,servesBrunch,servesCocktails,servesCoffee,servesDessert,servesDinner,servesLunch,servesVegetarianFood,servesWine,takeout
ChIJR_Kkbuv8mUcRIxl8cm8Sjig,"{'text': 'Besenwirtschaft Sieß', 'languageCode': 'de'}",,False,True,,,False,,,,,True,False,,False,False,True,,True,,,True,
ChIJQS69Gk_7mUcRKNZFcYeFOnI,"{'text': 'Ayla Pizza&Kebap', 'languageCode': 'de'}",True,True,True,,,False,{'freeParkingLot': True},"{'acceptsCreditCards': False, 'acceptsDebitCards': False, 'acceptsCashOnly': True, 'acceptsNfc': False}",True,,True,,,,,,,True,True,,,True
ChIJNaEqSGT7mUcRu73mZS05U6g,"{'text': 'Gasthof Goldener Löwe', 'languageCode': 'de'}",,False,True,,,False,{'freeParkingLot': True},"{'acceptsCreditCards': True, 'acceptsCashOnly': False}",True,True,True,True,False,True,True,True,True,True,True,True,True,True
ChIJr_n1fgH7mUcRhdWN8PqFpow,"{'text': '„Casino“ DB Gastronomie GmbH', 'languageCode': 'de'}",,False,True,,,False,{'freeParkingLot': True},"{'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",,,True,,True,,,True,True,,True,,,
ChIJV8BMYOf6mUcRopufG6bi_uA,"{'text': 'Gaststätte Hirsch Derendingen', 'languageCode': 'de'}",,False,True,,,False,,"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,False,,,True,True,True,True,True,True,True
ChIJD8qT8qX7mUcRNPwWmhNddgA,"{'text': 'Memo Döner & Pizza Tübingen', 'languageCode': 'de'}",True,True,True,,,,,,,,,,,,,,,,,,,True
ChIJ1ZN5p1X7mUcRZw17Vfp1M_Y,"{'text': 'Da Michele', 'languageCode': 'de'}",,False,True,,,False,,"{'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,False,,,True,True,True,True,True,True,True
ChIJf67tt936mUcRgzFJHEdI4y0,"{'text': 'Berivan Pizza & Kebap', 'languageCode': 'de'}",,,True,,,False,{'freeParkingLot': True},{'acceptsCashOnly': True},,False,,,False,False,,,False,True,True,False,False,True
ChIJqRyU3BL7mUcRutt7WumEOI0,"{'text': ""Take ,N' GO"", 'languageCode': 'de'}",True,True,True,,,False,{'paidParkingLot': True},"{'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",,,False,False,,False,False,True,True,True,True,True,False,True
ChIJF2Wg93H7mUcRfK_KN-0yTRI,"{'text': ""Pan's Asian Kitchen"", 'languageCode': 'de'}",True,,True,,,False,{'paidStreetParking': True},"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False}",True,True,True,True,,,True,True,True,True,True,True,True,True
ChIJwynSXrr6mUcRJDnNNZkD1UU,"{'text': 'Little India Restaurant', 'languageCode': 'de'}",True,True,True,,,False,,,True,True,True,True,False,False,False,,True,True,True,True,,True
ChIJ7azpnTnwmUcRVWTjwZxS2cI,"{'text': 'crepes creatives', 'languageCode': 'de'}",,False,True,,,False,,,,,,True,,,,True,,,,,,
ChIJefRj7Df7mUcRDoJ6nXNh-T4,"{'text': 'Schwärzlocher Hof - Gaststätte', 'languageCode': 'de'}",False,False,True,,,False,"{'freeParkingLot': True, 'freeStreetParking': True}","{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': False}",True,True,True,True,False,False,False,True,True,True,True,False,True,
ChIJSUfhKCz7mUcRkvW4DdzA1Ls,"{'text': 'Coyote Cafe', 'languageCode': 'de'}",,False,True,,,False,"{'freeParkingLot': True, 'freeStreetParking': True}","{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,False,False,True,True,True,True,True,,True,True
ChIJD0eG3Sb7mUcR69WsfL5ysa4,"{'text': 'Kabine5', 'languageCode': 'de'}",False,False,True,,,False,"{'freeParkingLot': True, 'freeStreetParking': True}","{'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,False,,True,True,True,True,True,True,True,False
ChIJayOhYw77mUcRFmVYqY50yOg,"{'text': 'An An 2 - Vietnamese Cuisine & Sushi Bar', 'languageCode': 'de'}",True,False,True,,,False,"{'freeParkingLot': True, 'paidParkingLot': True, 'freeStreetParking': True}","{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,False,False,True,True,True,True,True,True,True,True
ChIJhfpzRzb7mUcROSM0C5xqSfA,"{'text': 'Restaurant HILLS - Burgerclub & Steakhouse', 'languageCode': 'de'}",True,True,True,,,False,{'freeParkingLot': True},"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,False,False,True,True,True,True,True,True,True,True
ChIJx8_YONT6mUcRm0S4iRVGdMI,"{'text': 'Restaurant Mauganeschtle Tübingen', 'languageCode': 'de'}",True,True,True,,,False,{'freeParkingLot': True},"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,True,False,True,True,True,True,True,True,True,True
ChIJp-1HDbH7mUcRZ-0qgD-LR3w,"{'text': ""Caro's Restaurant"", 'languageCode': 'de'}",True,False,True,,,False,,"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,False,True,True,True,True,True,True,True,True,True
ChIJ4zdnrsT7mUcRMl8z9RZeJHA,"{'text': 'Lotus Garden', 'languageCode': 'de'}",False,False,True,,,False,"{'freeParkingLot': False, 'paidParkingLot': True, 'freeStreetParking': False, 'paidStreetParking': True, 'valetParking': False, 'freeGarageParking': False, 'paidGarageParking': True}","{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': True, 'acceptsNfc': True}",True,True,True,True,,,True,True,True,True,True,True,True,True
ChIJPd27DNT6mUcRsJIx2HarEOQ,"{'text': 'Kaffeehaus Ranitzky', 'languageCode': 'en'}",,False,True,,,False,"{'freeParkingLot': False, 'freeStreetParking': False}","{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,True,True,True,True,True,,True,True,True,True
ChIJ71WmI9T6mUcRddh0j7VStjk,"{'text': 'Traube', 'languageCode': 'de'}",,False,True,,,,,,True,True,True,True,False,False,False,True,True,True,True,False,True,True
ChIJTYFkttX6mUcRQ-NLIBlEUiE,"{'text': 'Alter Simpl', 'languageCode': 'de'}",,False,True,,,,,,False,True,True,True,,,True,,,,,,True,False
ChIJh0ro4tv6mUcR3aAfe_vIBHg,"{'text': 'Riccis Dart-Bistro', 'languageCode': 'de'}",,False,True,,,,,,True,True,True,True,False,False,True,True,,False,,False,True,
ChIJh7m47NX6mUcRgwbJLk1vDn0,"{'text': 'Manufaktur', 'languageCode': 'en'}",True,False,True,,,False,"{'paidParkingLot': True, 'paidStreetParking': True}","{'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,True,False,True,True,True,True,True,True,True,True
ChIJKc8JAdH6mUcRaqU7PHUId9Q,"{'text': 'Gaststätte Hauptbahnhof', 'languageCode': 'de'}",,,True,,,True,,"{'acceptsCreditCards': True, 'acceptsCashOnly': False}",True,True,True,True,True,True,True,True,True,True,True,,True,True
ChIJPVbqNtL6mUcRr08MEmuJIgs,"{'text': 'El Chico', 'languageCode': 'de'}",True,True,True,,,False,"{'paidParkingLot': True, 'paidStreetParking': True}","{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,False,False,True,True,True,True,True,True,True,True
ChIJH7MjPs76mUcR9qC_MT4h-9E,"{'text': 'The Public pub & bar Tübingen', 'languageCode': 'de'}",False,False,True,,,False,,"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",,True,True,True,True,False,True,True,True,True,False,True,True,True
ChIJyTShHs_6mUcRtQE7IEjPkyE,"{'text': 'Aspendos Restaurant', 'languageCode': 'de'}",,False,True,,,False,"{'paidParkingLot': True, 'paidGarageParking': True}","{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,False,,,True,True,True,True,True,True,True
ChIJ62MugdH6mUcR7IeaAY_mG24,"{'text': 'Ludwigs', 'languageCode': 'de'}",,,True,,,False,"{'freeParkingLot': True, 'paidParkingLot': True, 'paidStreetParking': True}","{'acceptsCreditCards': True, 'acceptsCashOnly': False}",True,True,True,True,True,True,True,True,True,True,True,True,True,True
ChIJ5xBo29H6mUcRhd1Q5HIO8MA,"{'text': 'Burgermeister Café Gino', 'languageCode': 'de'}",True,,True,,,False,{'paidStreetParking': True},"{'acceptsCreditCards': True, 'acceptsCashOnly': False}",True,False,True,True,True,False,True,True,True,True,True,True,False,True
ChIJZxHDkQH7mUcRRJJIquhKWAs,"{'text': 'Brothersorientfood Tübingen', 'languageCode': 'de'}",,True,True,,,False,,,True,,,,,False,,True,,True,True,True,,True
ChIJzYSKNNL6mUcR2Q5TjncJPlo,"{'text': 'China Restaurant San Bao', 'languageCode': 'en'}",,False,True,,,False,{'paidParkingLot': True},"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",False,True,True,True,False,False,True,True,True,True,True,True,True,True
ChIJhYDLOdL6mUcRL47TQ1nM7gU,"{'text': 'Gasthausbrauerei Neckarmüller', 'languageCode': 'de'}",False,False,True,,,False,"{'paidParkingLot': True, 'paidStreetParking': True, 'paidGarageParking': True}","{'acceptsCreditCards': True, 'acceptsDebitCards': False, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,False,False,False,True,True,True,True,False,False,
ChIJfe6Lh9H6mUcRgmQtePU9rSw,"{'text': 'Restaurant Istanbul Tübingen', 'languageCode': 'de'}",True,True,True,,,False,{'paidParkingLot': True},"{'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,False,True,False,,False,False,True,True,True,True,,False,True
ChIJmxC1NAD7mUcR8QG5G9KY39c,"{'text': 'Luca - Pizza Napoletana', 'languageCode': 'en'}",True,True,True,,,,,,,,,,,,,,True,,,,True,True
ChIJuZhzLaz7mUcR-RLZoGdZK-I,"{'text': 'TÜ MEIN ESSEN', 'languageCode': 'de'}",True,True,True,,,False,,"{'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,,,,,,,,,True,True,,,True
ChIJCQ0dq437mUcRIhvpIGfxWiI,"{'text': 'Aksaray Tübingen', 'languageCode': 'de'}",,True,True,,,False,,"{'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,False,True,False,,False,False,,True,True,True,,False,True
ChIJ6UflI6H7mUcRTP0VZP9e62U,"{'text': 'HendlBurg Tübingen Hbf', 'languageCode': 'el'}",False,False,True,,,,,{'acceptsCashOnly': False},,,True,,,,,True,,True,True,,,True
ChIJHeYeH_r7mUcRjK7N2j6Lhhk,"{'text': 'MARI Restaurant Bar by Markus & Richard', 'languageCode': 'en'}",,False,True,,,False,{'paidParkingLot': True},"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,,True,True,True,True,True,True,True,True,
ChIJI6CVktP6mUcRdoklZ-0caeA,"{'text': 'Cafe Tangente Jour', 'languageCode': 'en'}",False,False,True,,,False,"{'freeParkingLot': False, 'freeStreetParking': False}","{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,True,True,True,True,True,True,True,True,True,
ChIJ--n1SdL6mUcRpASGRErF91k,"{'text': ""Hao's Box"", 'languageCode': 'en'}",,False,True,,,False,,,False,,False,False,False,False,False,False,,True,True,,False,True
ChIJFYecuNH6mUcR5wmmb8W_1Vg,"{'text': 'Aksaray 3 Döner & Pizza Imbiss', 'languageCode': 'de'}",,True,True,,,False,,"{'acceptsCreditCards': False, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,False,True,True,False,False,False,True,,True,True,False,,True
ChIJD0cBzNH6mUcRaZsQbNLKyI8,"{'text': 'Subway', 'languageCode': 'de'}",True,True,True,,,False,,"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,False,True,False,True,False,False,True,True,True,True,True,False,False
ChIJX6CQ4cT6mUcR56BXGwa1MqQ,"{'text': 'PizzaPasta Tübingen', 'languageCode': 'de'}",,True,True,,,,,"{'acceptsDebitCards': True, 'acceptsNfc': True}",,,,,,,,,,,,,,True
ChIJZygGFuj7mUcR0FJdppJTL7Q,"{'text': 'Mr.Kebab', 'languageCode': 'de'}",True,True,True,,,False,"{'freeParkingLot': True, 'paidParkingLot': True, 'freeStreetParking': False, 'paidStreetParking': True, 'valetParking': False, 'freeGarageParking': False, 'paidGarageParking': True}","{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",,True,True,,True,,,True,True,True,True,True,,True
ChIJJYpsxbH7mUcRJ3qMsP8OmhY,"{'text': 'GenussArt | Bistro & Café | Frühstück - Salate, Bowls & mehr - Kaffee - Kuchen | vegetarisch & vegan', 'languageCode': 'de'}",False,False,True,,,False,"{'paidParkingLot': True, 'paidStreetParking': True, 'paidGarageParking': True}","{'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,True,True,,True,True,True,True,True,True,True
ChIJ79KBN4j7mUcR6AbeB-pPGE4,"{'text': 'Neckarmüller - Biergarten', 'languageCode': 'de'}",,False,True,,,False,"{'paidStreetParking': True, 'paidGarageParking': True}","{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,False,True,True,,,False,True,True,True,True,False,True,
ChIJ4-q0kXL7mUcR6TMepV4U_lo,"{'text': 'Neckawa', 'languageCode': 'en'}",,False,True,,,True,{'paidGarageParking': True},"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,,,True,True,,True,True,True,True,
ChIJizM6MAH7mUcR2jJcSvVhqD0,"{'text': 'Ltt-lokal', 'languageCode': 'de'}",,False,True,,,False,,{'acceptsCashOnly': False},,True,True,True,,True,,True,True,True,True,,True,True
ChIJGc1zQVH7mUcRN5mp480Ucdg,"{'text': 'Ada Bäckerei', 'languageCode': 'de'}",,True,True,,,,,"{'acceptsDebitCards': True, 'acceptsCashOnly': False}",,,,,True,,,True,,,,,,True
ChIJAdkuDNL6mUcR8YG0xyKK28I,"{'text': 'Zum Alten Fritz', 'languageCode': 'de'}",,False,True,,,False,"{'freeParkingLot': False, 'paidParkingLot': True}","{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,False,False,False,True,True,True,True,True,True,True
ChIJeSRAvtH6mUcR1bt6Z3zWe-o,"{'text': 'Padeffke - the coffeehouse', 'languageCode': 'en'}",,False,True,,,,{'freeParkingLot': True},"{'acceptsCreditCards': False, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",,,,,True,,,True,,,,,,True
ChIJ79fGDM_6mUcRfNTVVsNVXco,"{'text': 'Gaststätte „Herzog Ulrich“', 'languageCode': 'de'}",,False,True,,,False,,"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,False,False,,True,True,True,True,True,True,True
ChIJx774JR_7mUcR3_uhwg9KT_c,"{'text': 'Restaurant Hölderlinturm', 'languageCode': 'de'}",True,False,True,,,False,"{'freeParkingLot': False, 'paidParkingLot': True, 'freeStreetParking': False, 'paidStreetParking': True, 'valetParking': False, 'freeGarageParking': False, 'paidGarageParking': True}","{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False}",True,True,True,True,False,False,,True,True,True,True,True,True,True
ChIJMTjKcn_7mUcRN2rN8A4_YZc,"{'text': 'Gardens Tübingen', 'languageCode': 'de'}",True,True,True,,,False,{'freeParkingLot': True},"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,,,True,True,True,True,True,True,True,True
ChIJP2j5YRb7mUcRvlrJted0Q_c,"{'text': 'Miko Döner', 'languageCode': 'de'}",,False,True,,,False,"{'freeParkingLot': True, 'freeGarageParking': True}","{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",False,,,False,,False,False,,,True,True,,False,True
ChIJNzGjDMj6mUcRtAM9feNOR_o,"{'text': 'Bien Asien', 'languageCode': 'en'}",False,True,True,,,False,"{'freeParkingLot': True, 'freeGarageParking': True}","{'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",False,False,,False,False,False,False,False,,True,True,True,False,True
ChIJgbc7VAD7mUcRFK-2BDoQmI8,"{'text': 'Emanuel Gastronomy', 'languageCode': 'de'}",True,False,True,,,False,,,,,,,,,,True,,,,,,True
ChIJ1YL7FMj6mUcRusMCXLdm5JI,"{'text': 'Fischfeinkost Lauriolas', 'languageCode': 'de'}",,False,True,,,False,,"{'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",,True,,True,False,False,,True,,True,True,,True,True
ChIJRZ6stsn6mUcR9Xazz9KPi4Y,"{'text': 'Kaplan Döner Kebap House', 'languageCode': 'de'}",,,True,,,False,{'freeParkingLot': True},"{'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,False,True,True,False,False,,True,False,True,True,False,False,True
ChIJS8J6Dsj6mUcRlc-zXwH1D-M,"{'text': 'Udo-Snack', 'languageCode': 'de'}",,False,True,,,False,"{'freeParkingLot': True, 'freeStreetParking': True}",,True,False,,False,,False,,True,False,True,True,False,,True
ChIJ6RNQF8j6mUcRi320am8XSNQ,"{'text': ""McDonald's"", 'languageCode': 'de'}",True,True,True,,,,"{'freeParkingLot': True, 'freeStreetParking': True, 'paidStreetParking': False}","{'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,,True,False,True,,,True,True,True,True,True,False,True
ChIJa8lCtLP6mUcRDmCYosD7Ozk,"{'text': 'JAPENGO', 'languageCode': 'de'}",,False,True,,,False,"{'freeParkingLot': True, 'freeStreetParking': True}","{'acceptsCreditCards': True, 'acceptsCashOnly': False}",True,True,True,True,False,True,True,True,True,True,True,True,True,True
ChIJz36Zt7r7mUcRFRTWt7AqvHM,"{'text': 'An An', 'languageCode': 'de'}",True,,True,,,False,"{'paidParkingLot': True, 'paidStreetParking': True}","{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,False,False,True,True,True,True,True,True,True,True
ChIJE5A7XwD7mUcRo1kHbllmqWs,"{'text': 'Venezia', 'languageCode': 'de'}",,,,,,,,,,,,,,,,,,,,,,
ChIJ688m6Q77mUcRgGyaJljddKs,"{'text': 'Grill California', 'languageCode': 'en'}",,True,True,,,False,,,,,,,,,,,,True,True,,,True
ChIJS2PzG4n7mUcRkLDEHydEi_0,"{'text': ""Abhi's Lieferservice"", 'languageCode': 'en'}",True,True,True,,,False,,,,,True,,,,,,,True,True,,,True
ChIJcxCnJsHxmUcRytI8wyoNivk,"{'text': 'Kreis Pizza & Kebap Haus Kusterdingen', 'languageCode': 'de'}",,True,True,,,False,"{'freeParkingLot': True, 'freeStreetParking': True}","{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,True,False,False,True,False,True,True,True,,True
ChIJw_pHyuHvmUcRk7YxCvcKsuY,"{'text': 'Im Höfle', 'languageCode': 'de'}",,False,True,,,False,"{'freeParkingLot': True, 'freeStreetParking': True}","{'acceptsCreditCards': True, 'acceptsCashOnly': False}",True,True,True,True,True,,False,True,True,True,True,False,True,True
ChIJFT2wv8DvmUcRCZn_Fe_ieMA,"{'text': 'Etna Ristorante', 'languageCode': 'en'}",False,True,True,,,False,"{'freeParkingLot': True, 'freeStreetParking': True}","{'acceptsDebitCards': False, 'acceptsCashOnly': True, 'acceptsNfc': False}",True,True,True,True,False,False,False,True,True,True,True,False,True,True
ChIJqyQigITvmUcRH53hnYXytbw,"{'text': 'Taj Tandoori', 'languageCode': 'en'}",True,True,True,,,,,,,,,,,,,,,,,,,True
ChIJ__8LtM78mUcRcAT-4qM_S-w,"{'text': 'Pfäffinger Pizza & Kebap Haus', 'languageCode': 'de'}",True,True,True,,,False,"{'freeParkingLot': True, 'freeStreetParking': True}","{'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,False,True,True,False,False,False,True,False,True,True,True,False,True
ChIJSzCy1M38mUcRVWSmSvdyhrM,"{'text': 'Pizzeria da Roberto', 'languageCode': 'de'}",,,True,,,False,"{'freeParkingLot': True, 'freeStreetParking': True}","{'acceptsCreditCards': True, 'acceptsCashOnly': False}",True,True,True,True,False,,,True,True,True,True,,True,True
ChIJYaIpZrT8mUcR_skNcYIxOvE,"{'text': 'Hotel LAMM - Restaurant & Spezialitäten-Brennerei Volker Theurer', 'languageCode': 'de'}",,,,,,,,"{'acceptsCreditCards': True, 'acceptsCashOnly': False}",,,,,,,,,,,,,,
ChIJJwv_GjX7mUcRBqUKy2UwLVo,"{'text': 'Hotel Restaurant Kreuzberg', 'languageCode': 'de'}",True,False,True,,,False,"{'freeParkingLot': True, 'freeStreetParking': True}","{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,True,,,True,True,True,True,True,True,True
ChIJjX6b37j7mUcR76qIt43y1mY,"{'text': 'EAT HAPPY', 'languageCode': 'de'}",,,True,,,False,,"{'acceptsDebitCards': True, 'acceptsCashOnly': False}",,,,False,,,False,False,True,True,True,True,,True
ChIJe9Db17D7mUcRlW40zvrs5Jc,"{'text': 'Tetova Bar pavillon', 'languageCode': 'de'}",True,False,True,,,True,,,True,True,True,True,False,,True,True,True,,,False,True,True
ChIJP_9lmxz7mUcRelv5YnPMnH8,"{'text': ""Domino's Pizza Tübingen Nord"", 'languageCode': 'de'}",True,True,True,,,False,,"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",,False,,False,,False,False,,True,True,True,,False,True
ChIJsdMa-Mv5mUcRXIWM1xoh7OU,"{'text': 'PizzA.K Tübingen', 'languageCode': 'de'}",True,True,False,,,False,{'freeParkingLot': True},"{'acceptsCreditCards': True, 'acceptsCashOnly': False}",,,,,,False,,,,True,True,,,True
ChIJ2RLhhi37mUcR3Ib6lzocwd4,"{'text': 'Bakery Gehr bakery', 'languageCode': 'en'}",,False,True,,,,"{'freeParkingLot': True, 'freeStreetParking': True}","{'acceptsCreditCards': False, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",,,,,True,,,True,,,,,,True
ChIJS-F3I9v7mUcR3LEzf9zMT3Q,"{'text': 'Taverne Olive', 'languageCode': 'de'}",,False,True,,,False,,"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,False,False,,True,True,True,True,True,True,
ChIJm7waYdT6mUcRxPFyE982gE0,"{'text': 'Veggi', 'languageCode': 'de'}",True,False,True,,,False,,"{'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,,False,False,True,False,True,True,False,False,True
ChIJbxg5UNT6mUcRY_RPFW_mgjg,"{'text': 'Restaurant Krumme Brücke', 'languageCode': 'de'}",,False,True,,,False,{'freeParkingLot': False},"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,,False,True,True,True,True,True,True,True,True
ChIJk3Y4aNT6mUcR2EM9uIhX7jA,"{'text': 'Alte Kunst', 'languageCode': 'de'}",True,False,True,,,False,,"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,False,,False,True,True,True,True,True,True,True
ChIJx9bystX6mUcR8SrlfjLmxGQ,"{'text': 'Gaststätte Storchen', 'languageCode': 'en'}",,False,True,,,False,,{'acceptsCashOnly': True},,True,True,True,,,True,,,,,,True,False
ChIJKaszZ9T6mUcR8N35L-N12yE,"{'text': 'Gaststätte X', 'languageCode': 'de'}",,False,True,,,False,,{'acceptsCashOnly': True},,False,True,True,,False,False,True,False,True,True,False,,True
ChIJ9UfZazf7mUcRkr_CR2lfeCs,"{'text': 'Ivan Imbiss', 'languageCode': 'de'}",,False,True,,,False,,{'acceptsCashOnly': True},,False,,,,False,,,,True,True,,,True
ChIJvRZrMCv7mUcRVFhflbgx6fU,"{'text': 'China-Thai-Wok', 'languageCode': 'de'}",,False,True,,,False,"{'freeParkingLot': True, 'freeStreetParking': True}",,True,True,True,True,False,False,False,True,True,True,True,,,True
ChIJvXdF6ir7mUcRN0DV2i7M_6A,"{'text': 'Kapadokya Döner', 'languageCode': 'de'}",,True,True,,,False,{'freeStreetParking': True},"{'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,False,True,,,False,False,True,True,True,True,False,False,True
ChIJR-qD39T6mUcR-BZbH4SLbmk,"{'text': 'Laf Laf', 'languageCode': 'de'}",,True,True,,,,"{'paidParkingLot': True, 'paidStreetParking': True, 'paidGarageParking': True}","{'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,,True,False,False,,,False,True,True,True,True,False,True
ChIJc-huVdT6mUcR81h3AxKXJVw,"{'text': 'Gasthaus Bären', 'languageCode': 'de'}",,False,True,,,False,{'paidParkingLot': True},"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,True,True,True,True,True,True,True,True,True,
ChIJAX3cZNT6mUcRZt1F8PcjdsQ,"{'text': 'Cafe Im Hirsch', 'languageCode': 'en'}",,False,True,,,False,{'freeParkingLot': False},"{'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,True,True,False,True,True,,True,True,True,True
ChIJkcyzhNP6mUcRtktmko5aqu4,"{'text': 'Collegium', 'languageCode': 'de'}",,False,True,,,False,"{'freeParkingLot': False, 'freeStreetParking': False}","{'acceptsCreditCards': False, 'acceptsDebitCards': False, 'acceptsCashOnly': True, 'acceptsNfc': False}",True,True,True,True,True,True,True,True,True,True,True,True,True,
ChIJRzFgy-PlmUcRzLsMfKylwKU,"{'text': 'Veggie Box', 'languageCode': 'de'}",True,,True,,,False,,"{'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",,,,,,,,,,True,True,True,,True
ChIJ-cNv8NL6mUcRHISbWYKIM3s,"{'text': 'café bar centrale tübingen', 'languageCode': 'de'}",,True,True,,,False,,"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False}",True,True,True,True,False,False,True,True,True,True,True,True,True,True
